"","N_SQ_AD","college"
"117826",750023966,674
"117827",750022076,681
"117828",750025217,681
"117829",750025941,630
"117830",750023985,674
"117831",750023978,635
"117832",750022259,681
"117833",750023969,674
"117834",750023824,635
"117835",750024496,635
"117836",750024261,681
"117837",750023866,635
"117838",750158830,635
"117839",750025958,624
"117840",750023532,681
"117841",750025272,681
"117842",750022490,673
"117843",750024133,673
"117844",750022475,673
"117845",750023194,681
"117846",750024574,14
"117847",750022502,673
"117848",750024305,14
"117849",750024075,681
"117850",750022766,14
"117851",750024633,635
"117852",750025860,635
"117853",750146231,681
"117854",750023537,681
"117855",750022471,673
"117856",750024350,681
"117857",750024058,630
"117858",750025123,635
"117859",750153821,681
"117860",750024859,681
"117861",750025863,635
"117862",750024870,681
"117863",750022315,681
"117864",750022299,681
"117865",750023808,681
"117866",750025078,635
"117867",750024541,14
"117868",750023782,681
"117869",750022644,681
"117870",750025097,674
"117871",750023814,681
"117872",750023818,681
"117873",750024122,624
"117874",750024742,14
"117875",750024036,14
"117876",750025099,674
"117877",750025850,635
"117878",750024740,14
"117879",750024282,681
"117880",750024329,681
"117881",750024294,635
"117882",750024101,681
"117883",750022769,14
"117884",750026071,14
"117885",750025215,681
"117886",750145696,635
"117887",750145694,635
"117888",750023002,14
"117889",750024153,673
"117890",750024067,14
"117891",750024041,14
"117892",750022749,674
"117893",750025897,681
"117894",750145695,635
"117895",750159726,630
"117896",750025568,635
"117897",750025564,635
"117898",750026065,14
"117899",750025904,681
"117900",750024359,14
"117901",750022750,674
"117902",750022546,686
"117903",750023025,673
"117904",750024284,681
"117905",750024290,635
"117906",750022585,686
"117907",750025566,635
"117908",750022595,635
"117909",750141652,630
"117910",750022549,686
"117911",750022246,681
"117912",750023143,673
"117913",750022245,681
"117914",750162069,14
"117915",750024478,14
"117916",750024966,681
"117917",750023411,674
"117918",750022732,674
"117919",750024757,14
"117920",750024751,14
"117921",750025275,681
"117922",750022308,681
"117923",750024748,14
"117924",750024759,14
"117925",750024745,14
"117926",750022305,681
"117927",750024713,14
"117928",750022071,681
"117929",750022781,674
"117930",750023813,681
"117931",750023496,14
"117932",750024542,14
"117933",750025282,681
"117934",750024481,14
"117935",750155507,673
"117936",750024316,14
"117937",750022082,681
"117938",750022431,681
"117939",750024725,14
"117940",750024289,635
"117941",750022088,681
"117942",750024475,14
"117943",750022078,681
"117944",750024485,635
"117945",750022063,681
"117946",750024053,630
"117947",750024580,14
"117948",750022365,674
"117949",750023982,674
"117950",750023992,635
"117951",750023968,674
"117952",750024567,14
"117953",750024526,635
"117954",750023987,674
"117955",750022547,686
"117956",750023825,635
"117957",750022396,674
"117958",750022372,674
"117959",750023889,14
"117960",750162073,14
"117961",750023891,14
"117962",750024161,673
"117963",750024559,14
"117964",750025944,630
"117965",750024555,14
"117966",750024474,14
"117967",750024263,681
"117968",750025853,635
"117969",750024025,14
"117970",750025930,624
"117971",750145422,14
"117972",750025111,673
"117973",750024470,14
"117974",750025081,674
"117975",750025082,674
"117976",750025077,674
"117977",750025118,635
"117978",750022312,681
"117979",750023773,681
"117980",750025117,635
"117981",750025132,635
"117982",750025959,624
"117983",750025130,635
"117984",750024458,14
"117985",750023415,674
"117986",750023435,674
"117987",750024280,681
"117988",750024869,681
"117989",750024303,14
"117990",750024507,14
"117991",750024328,681
"117992",750024033,630
"117993",750024361,14
"117994",750024311,14
"117995",750022928,681
"117996",750023450,674
"117997",750024883,681
"117998",750025861,635
"117999",750025101,674
"118000",750176888,11
"118001",750023787,681
"118002",750023494,14
"118003",750024125,624
"118004",750145699,674
"118005",750023414,674
"118006",750024112,681
"118007",750024079,681
"118008",750022780,674
"118009",750023410,674
"118010",750025858,635
"118011",750165054,673
"118012",750024082,681
"118013",750023815,681
"118014",750024092,681
"118015",750022763,14
"118016",750023013,14
"118017",750022762,14
"118018",750023507,14
"118019",750024810,630
"118020",750022759,674
"118021",750026063,14
"118022",750023804,681
"118023",750026052,14
"118024",750022579,686
"118025",750023989,635
"118026",750025277,681
"118027",750024625,635
"118028",750022079,681
"118029",750024355,14
"118030",750023022,673
"118031",750022093,681
"118032",750023151,673
"118033",750023032,624
"118034",750157657,14
"118035",750023019,673
"118036",750023413,674
"118037",750024554,14
"118038",750024489,635
"118039",750025905,681
"118040",750024501,14
"118041",750024517,635
"118042",750024968,681
"118043",750024961,681
"118044",750175867,14
"118045",750175870,14
"118046",750024274,681
"118047",750024967,681
"118048",750024950,681
"118049",750022097,681
"118050",750023407,674
"118051",750024995,673
"118052",750023971,674
"118053",750023974,635
"118054",750024138,673
"118055",750023986,674
"118056",750022067,681
"118057",750022565,686
"118058",750024948,681
"118059",750024632,635
"118060",750024477,14
"118061",750022086,681
"118062",750022291,681
"118063",750022552,686
"118064",750024513,635
"118065",750025945,624
"118066",750023031,630
"118067",750023820,681
"118068",750022566,686
"118069",750024265,681
"118070",750022314,681
"118071",750025218,681
"118072",750022293,681
"118073",750022262,681
"118074",750022292,681
"118075",750024536,14
"118076",750024547,14
"118077",750023850,635
"118078",750023853,635
"118079",750023838,635
"118080",750023184,681
"118081",750025875,635
"118082",750022371,674
"118083",750024476,14
"118084",750023172,681
"118085",750022931,681
"118086",750024023,14
"118087",750023544,681
"118088",750024069,14
"118089",750024035,14
"118090",750025847,635
"118091",750024721,14
"118092",750024040,14
"118093",750025104,673
"118094",750025109,673
"118095",750024071,14
"118096",750024362,14
"118097",750024032,630
"118098",750024997,673
"118099",750022957,681
"118100",750024875,681
"118101",750175871,14
"118102",750023801,681
"118103",750025935,630
"118104",750024582,14
"118105",750024807,630
"118106",750024558,14
"118107",750022381,14
"118108",750024346,635
"118109",750025092,674
"118110",750024858,681
"118111",750024864,681
"118112",750023788,681
"118113",750024539,14
"118114",750024571,14
"118115",750023805,681
"118116",750024262,681
"118117",750024568,14
"118118",750025845,635
"118119",750025087,674
"118120",750023794,681
"118121",750025876,635
"118122",750025089,674
"118123",750022239,14
"118124",750024317,14
"118125",750024998,673
"118126",750166402,681
"118127",750023789,681
"118128",750022929,681
"118129",750023503,14
"118130",750024495,635
"118131",750025862,635
"118132",750023408,674
"118133",750024464,14
"118134",750023823,681
"118135",750022956,681
"118136",750024529,635
"118137",750024494,635
"118138",750023785,681
"118139",750024085,681
"118140",750023491,14
"118141",750146909,681
"118142",750024084,681
"118143",750024096,681
"118144",750022765,14
"118145",750022997,673
"118146",750024103,681
"118147",750166439,686
"118148",750024491,635
"118149",750022771,674
"118150",750023819,681
"118151",750022092,681
"118152",750022084,681
"118153",750023154,673
"118154",750022544,635
"118155",750022248,681
"118156",750024160,673
"118157",750025899,681
"118158",750023409,674
"118159",750024960,681
"118160",750023741,14
"118161",750024204,635
"118162",750025903,681
"118163",750024749,14
"118164",750024760,14
"118165",750023745,14
"118166",750025284,681
"118167",750022723,674
"118168",750022468,673
"118169",750024744,14
"118170",750024956,681
"118171",750022925,681
"118172",750024727,14
"118173",750024631,635
"118174",750023984,674
"118175",750024627,635
"118176",750024945,681
"118177",750022477,673
"118178",750165270,630
"118179",750022518,673
"118180",750024279,681
"118181",750024061,14
"118182",750024499,14
"118183",750024028,630
"118184",750045211,681
"118185",750025955,624
"118186",750024963,681
"118187",750022251,681
"118188",750022791,14
"118189",750024469,14
"118190",750024550,14
"118191",750022378,14
"118192",750023983,674
"118193",750024551,14
"118194",750144719,14
"118195",750024543,14
"118196",750024871,681
"118197",750022258,681
"118198",750022298,681
"118199",750022294,681
"118200",750158831,635
"118201",750023890,14
"118202",750025038,635
"118203",750025848,635
"118204",750022528,673
"118205",750167294,673
"118206",750024156,673
"118207",750023156,681
"118208",750024062,14
"118209",750024050,630
"118210",750024134,673
"118211",750024300,635
"118212",750025110,673
"118213",750025107,673
"118214",750025112,673
"118215",750023506,14
"118216",750025846,635
"118217",750025113,673
"118218",750024462,14
"118219",750024358,14
"118220",750024877,681
"118221",750025953,624
"118222",750024492,635
"118223",750024055,630
"118224",750145686,681
"118225",750026048,14
"118226",750023810,681
"118227",750023798,681
"118228",750022318,681
"118229",750025901,681
"118230",750025228,681
"118231",750024994,673
"118232",750022927,681
"118233",750024868,681
"118234",750024532,635
"118235",750023790,681
"118236",750023145,673
"118237",750023149,673
"118238",750023153,673
"118239",750024514,635
"118240",750025872,635
"118241",750022728,674
"118242",750025088,674
"118243",750024523,635
"118244",750024511,635
"118245",750024123,624
"118246",750024866,681
"118247",750023404,674
"118248",750026074,14
"118249",750026070,14
"118250",750024357,14
"118251",750024354,14
"118252",750026073,14
"118253",750025900,681
"118254",750023811,681
"118255",750022257,681
"118256",750023802,681
"118257",750024370,635
"118258",750024338,681
"118259",750022576,686
"118260",750025906,681
"118261",750024098,681
"118262",750168316,681
"118263",750023504,14
"118264",750024722,14
"118265",750157656,14
"118266",750023492,14
"118267",750022996,673
"118268",750022541,635
"118269",750024145,673
"118270",750155508,673
"118271",750025025,14
"118272",750024275,681
"118273",750024515,635
"118274",750022573,686
"118275",750022568,686
"118276",750024487,635
"118277",750024557,14
"118278",750022373,674
"118279",750023743,14
"118280",750023748,14
"118281",750022287,681
"118282",750022716,674
"118283",750176977,14
"118284",750024353,14
"118285",750024518,635
"118286",750022724,674
"118287",750026066,14
"118288",750026060,14
"118289",750023752,14
"118290",750025910,681
"118291",750023744,14
"118292",750022569,686
"118293",750024949,681
"118294",750024628,635
"118295",750025283,681
"118296",750024337,681
"118297",750024576,14
"118298",750022066,681
"118299",750024030,630
"118300",750022562,686
"118301",750024512,635
"118302",750024723,14
"118303",750022330,635
"118304",750023829,635
"118305",750022748,674
"118306",750024146,673
"118307",750025950,624
"118308",750024952,681
"118309",750024283,681
"118310",750024312,14
"118311",750024315,14
"118312",750024152,673
"118313",750024144,673
"118314",750022398,674
"118315",750024271,635
"118316",750024882,681
"118317",750024456,14
"118318",750025907,681
"118319",750022589,686
"118320",750022265,681
"118321",750023412,674
"118322",750168157,681
"118323",750025932,624
"118324",750024147,673
"118325",750025044,635
"118326",750023162,681
"118327",750024560,14
"118328",750024157,673
"118329",750022482,673
"118330",750024272,635
"118331",750024060,630
"118332",750025214,681
"118333",750024371,635
"118334",750025867,635
"118335",750024953,681
"118336",750022095,681
"118337",750024540,14
"118338",750022966,681
"118339",750023502,14
"118340",750022965,681
"118341",750023774,681
"118342",750023779,681
"118343",750024042,14
"118344",750022782,674
"118345",750024570,14
"118346",750026068,14
"118347",750024108,681
"118348",750024367,635
"118349",750025027,14
"118350",750022085,681
"118351",750022253,681
"118352",750023807,681
"118353",750024026,630
"118354",750024486,635
"118355",750022638,681
"118356",750022089,681
"118357",750024267,681
"118358",750025047,635
"118359",750024309,14
"118360",750023428,674
"118361",750022575,686
"118362",750022708,674
"118363",750024562,14
"118364",750023800,681
"118365",750024126,624
"118366",750023821,681
"118367",750024581,14
"118368",750025895,681
"118369",750023847,635
"118370",750023865,635
"118371",750023848,635
"118372",750023832,635
"118373",750023840,635
"118374",750024124,624
"118375",750022489,673
"118376",750024747,14
"118377",750023796,681
"118378",750022073,681
"118379",750025278,681
"118380",750024577,14
"118381",750024105,681
"118382",750024544,14
"118383",750022953,681
"118384",750024955,681
"118385",750024498,635
"118386",750022441,681
"118387",750024565,14
"118388",750024141,673
"118389",750024089,681
"118390",750022794,14
"118391",750025909,681
"118392",750024024,14
"118393",750024276,681
"118394",750024479,14
"118395",750025225,681
"118396",750024132,673
"118397",750024135,673
"118398",750024876,681
"118399",750024136,673
"118400",750024548,14
"118401",750024330,681
"118402",750023863,635
"118403",750022254,681
"118404",750024454,14
"118405",750175868,14
"118406",750023751,14
"118407",750026061,14
"118408",750024264,681
"118409",750024034,630
"118410",750023159,681
"118411",750024299,635
"118412",750022707,674
"118413",750024287,681
"118414",750024746,14
"118415",750023841,635
"118416",750022509,673
"118417",750024629,635
"118418",750141644,674
"118419",750024755,14
"118420",750024561,14
"118421",750025273,681
"118422",750024343,681
"118423",750024962,681
"118424",750022930,681
"118425",750023817,681
"118426",750024556,14
"118427",750023493,14
"118428",750022392,674
"118429",750022393,674
"118430",750022559,686
"118431",750022442,681
"118432",750023509,635
"118433",750024057,14
"118434",750022402,674
"118435",750025054,635
"118436",750024860,681
"118437",750023420,681
"118438",750022080,681
"118439",750025220,681
"118440",750022727,674
"118441",750022515,673
"118442",750024506,14
"118443",750026047,14
"118444",750022955,681
"118445",750025041,635
"118446",750022400,674
"118447",750023188,681
"118448",750024867,681
"118449",750024873,681
"118450",750023783,681
"118451",750024149,673
"118452",750023165,681
"118453",750024019,14
"118454",750023510,635
"118455",750023169,681
"118456",750023488,14
"118457",750024959,681
"118458",750024750,14
"118459",750024969,681
"118460",750024086,681
"118461",750024056,14
"118462",750158583,681
"118463",750024366,635
"118464",750024992,673
"118465",750022406,14
"118466",750023497,635
"118467",750022307,681
"118468",750023171,681
"118469",750026059,14
"118470",750024531,635
"118471",750024288,681
"118472",750024545,14
"118473",750024038,14
"118474",750024524,635
"118475",750024273,635
"118476",750024468,14
"118477",750022439,681
"118478",750022404,14
"118479",750025034,635
"118480",750024142,673
"118481",750022725,674
"118482",750024139,673
"118483",750022593,686
"118484",750024202,635
"118485",750175869,14
"118486",750023812,681
"118487",750025100,674
"118488",750022364,674
"118489",750157658,14
"118490",750025051,635
"118491",750023816,681
"118492",750024471,14
"118493",750024573,14
"118494",750023170,681
"118495",750022463,673
"118496",750023167,681
"118497",750024129,14
"118498",750024520,635
"118499",750022731,674
"118500",750022578,686
"118501",750024630,635
"118502",750022376,674
"118503",750024286,681
"118504",750025108,673
"118505",750024363,14
"118506",750022302,681
"118507",750024483,635
"118508",750022493,673
"118509",750162234,681
"118510",750024159,673
"118511",750024137,673
"118512",750026056,14
"118513",750022390,674
"118514",750025024,14
"118515",750023500,635
"118516",750022375,674
"118517",750024503,14
"118518",750023499,635
"118519",750025224,681
"118520",750022709,674
"118521",750022516,673
"118522",750025560,635
"118523",750024281,681
"118524",750023975,635
"118525",750022370,674
"118526",750024203,635
"118527",750022729,674
"118528",750023822,681
"118529",750023799,681
"118530",750025095,674
"118531",750023166,681
"118532",750022539,673
"118533",750024302,14
"118534",750024121,624
"118535",750024313,14
"118536",750024277,681
"118537",750025911,681
"118538",750026058,14
"118539",750022736,674
"118540",750023746,14
"118541",750024505,14
"118542",750022922,681
"118543",750024497,635
"118544",750022511,673
"118545",750022394,674
"118546",750024455,14
"118547",750024020,14
"118548",750024519,635
"118549",750023187,681
"118550",750022473,673
"118551",750022954,681
"118552",750162072,14
"118553",750023181,681
"118554",750022437,681
"118555",750022401,674
"118556",750023781,681
"118557",750024072,14
"118558",750022391,674
"118559",750022467,673
"118560",750024463,14
"118561",750023505,14
"118562",750022474,673
"118563",750022382,14
"118564",750023185,681
"118565",750022726,674
"118566",750024150,673
"118567",750025036,635
"118568",750026067,14
"118569",750025050,635
"118570",750022497,673
"118571",750024504,14
"118572",750023806,681
"118573",750024344,635
"118574",750023174,681
"118575",750023168,681
"118576",750026055,14
"118577",750024516,635
"118578",750022432,681
"118579",750026053,14
"118580",750024970,681
"118581",750024756,14
"118582",750024364,14
"118583",750023979,674
"118584",750023536,681
"118585",750023539,681
"118586",750023173,681
"118587",750024051,630
"118588",750024342,681
"118589",750025046,635
"118590",750024569,14
"118591",750022697,674
"118592",750022366,674
"118593",750026057,14
"118594",750025029,14
"118595",750023795,681
"118596",750023190,681
"118597",750023511,635
"118598",750023486,14
"118599",750023495,14
"118600",750024319,14
"118601",750024527,635
"118602",750022512,673
"118603",750025048,635
"118604",750022440,681
"118605",750024087,681
"118606",750175865,14
"118607",750026064,14
"118608",750022363,674
"118609",750026054,14
"118610",750023786,681
"118611",750024148,673
"118612",750022491,673
"118613",750025086,674
"118614",750024296,635
"118615",750025902,681
"118616",750025030,14
"118617",750024016,14
"118618",750024579,14
"118619",750022436,681
"118620",750022735,674
"118621",750024482,14
"118622",750023742,14
"118623",750022316,681
"118624",750022507,673
"118625",750022395,674
"118626",750022407,14
"118627",750024335,681
"118628",750022501,673
"118629",750024065,14
"118630",750024752,14
"118631",750024525,635
"118632",750024484,635
"118633",750023178,681
"118634",750024352,681
"118635",750025028,14
"118636",750023490,14
"118637",750022481,673
"118638",750022397,674
"118639",750023179,681
"118640",750025040,635
"118641",750023747,14
"118642",750024753,14
"118643",750022733,674
"118644",750022494,673
"118645",750022485,673
"118646",750025052,635
"118647",750022383,14
"118648",750024205,635
"118649",750025033,635
"118650",750024143,673
"118651",750024528,635
"118652",750024039,14
"118653",750022478,673
"118654",750175872,11
"118655",750022368,674
"118656",750023489,14
"118657",750162026,681
"118658",750022717,674
"118659",750025285,681
"118660",750024270,635
"118661",750022487,673
"118662",750022698,674
"118663",750023749,14
"118664",750024301,14
"118665",750022492,673
"118666",750022377,14
"118667",750024022,14
"118668",750023183,681
"118669",750025055,635
"118670",750022434,681
"118671",750023192,681
"118672",750026049,14
"118673",750024472,14
"118674",750024575,14
"118675",750022435,681
"118676",750022484,673
"118677",750026051,14
"118678",750024158,673
"118679",750022718,674
"118680",750024758,14
"118681",750024566,14
"118682",750022734,674
"118683",750023182,681
"118684",750024530,635
"118685",750024465,14
"118686",750024549,14
"118687",750024059,630
"118688",750024017,14
"118689",750024073,14
"118690",750022540,673
"118691",750024522,635
"118692",750022517,673
"118693",750023793,681
"118694",750022433,681
"118695",750024369,635
"118696",750024310,14
"118697",750022514,673
"118698",750024130,14
"118699",750166121,681
"118700",750024063,14
"118701",750162071,14
"118702",750022476,673
"118703",750024521,635
"118704",750023157,681
"118705",750026069,14
"118706",750023189,681
"118707",750022503,673
"118708",750023164,681
"118709",750024044,14
"118710",750024052,630
"118711",750024480,14
"118712",750022461,673
"118713",750022486,673
"118714",750024292,635
"118715",750023175,681
"118716",750023176,681
"118717",750024308,14
"118718",750024131,14
"118719",750023161,681
"118720",750024502,14
"118721",750024018,14
"118722",750023750,14
"118723",750023809,681
"118724",750023191,681
"118725",750023753,14
"118726",750023158,681
"118727",750024510,635
"118728",750023508,635
"118729",750023186,681
"118730",750024345,635
"118731",750024295,635
"118732",750023193,681
"118733",750023163,681
"118734",750023177,681
"118735",750026062,14
"118736",750026050,14
"118737",750166120,681
"118738",750025448,630
"118739",750024837,624
"118740",750025572,624
"118741",750024817,624
"118742",750024845,624
"118743",750025978,624
"118744",750025362,624
"118745",750025324,624
"118746",750025349,624
"118747",750023649,624
"118748",750025972,624
"118749",750025981,624
"118750",750024839,624
"118751",750025459,630
"118752",750023630,624
"118753",750024825,624
"118754",750024833,624
"118755",750024821,624
"118756",750023641,624
"118757",750025413,624
"118758",750025971,624
"118759",750025969,624
"118760",750025979,624
"118761",750025576,624
"118762",750025311,630
"118763",750025591,624
"118764",750023370,624
"118765",750024851,624
"118766",750025330,624
"118767",750023287,624
"118768",750024818,624
"118769",750024843,624
"118770",750025604,624
"118771",750024822,624
"118772",750024828,624
"118773",750025310,630
"118774",750025458,630
"118775",750023282,624
"118776",750025329,624
"118777",750025151,630
"118778",750025456,630
"118779",750025574,624
"118780",750025352,624
"118781",750025588,624
"118782",750024826,624
"118783",750025973,624
"118784",750025356,624
"118785",750024849,624
"118786",750166656,624
"118787",750025980,624
"118788",750024846,624
"118789",750023659,624
"118790",750024819,624
"118791",750025982,624
"118792",750025320,630
"118793",750025968,624
"118794",750025012,624
"118795",750023598,624
"118796",750025139,630
"118797",750025361,624
"118798",750025337,624
"118799",750023608,624
"118800",750024829,624
"118801",750025423,624
"118802",750023655,624
"118803",750025602,624
"118804",750023627,624
"118805",750026004,624
"118806",750024827,624
"118807",750025586,624
"118808",750023652,624
"118809",750025314,630
"118810",750023622,624
"118811",750025434,624
"118812",750025152,630
"118813",750025991,624
"118814",750025575,624
"118815",750025977,624
"118816",750023361,624
"118817",750024813,624
"118818",750023634,624
"118819",750025453,630
"118820",750025597,624
"118821",750023363,624
"118822",750025975,624
"118823",750023332,630
"118824",750024855,624
"118825",750024830,624
"118826",750025593,624
"118827",750164151,624
"118828",750023604,624
"118829",750025985,624
"118830",750023651,624
"118831",750025022,624
"118832",750024850,624
"118833",750025440,624
"118834",750025312,630
"118835",750023645,624
"118836",750025457,630
"118837",750023279,624
"118838",750023129,624
"118839",750025432,624
"118840",750023285,624
"118841",750025442,624
"118842",750025004,673
"118843",750025570,624
"118844",750025007,624
"118845",750023628,624
"118846",750025340,624
"118847",750025992,624
"118848",750023656,624
"118849",750023603,624
"118850",750025589,624
"118851",750023653,624
"118852",750025319,630
"118853",750025168,630
"118854",750025579,624
"118855",750023366,624
"118856",750025006,673
"118857",750025974,624
"118858",750023631,624
"118859",750025317,630
"118860",750025466,630
"118861",750026003,624
"118862",750025414,624
"118863",750024842,624
"118864",750025994,624
"118865",750025449,630
"118866",750154125,624
"118867",750024835,624
"118868",750025357,624
"118869",750023629,624
"118870",750023286,624
"118871",750025984,624
"118872",750023283,624
"118873",750025001,673
"118874",750023615,624
"118875",750025592,624
"118876",750023657,624
"118877",750025447,630
"118878",750023271,624
"118879",750023660,624
"118880",750024834,624
"118881",750023633,624
"118882",750023613,624
"118883",750025595,624
"118884",750024838,624
"118885",750025408,624
"118886",750023646,624
"118887",750025159,630
"118888",750023606,624
"118889",750025438,624
"118890",750025157,630
"118891",750023391,624
"118892",750025167,630
"118893",750025149,630
"118894",750025158,630
"118895",750025995,624
"118896",750025347,624
"118897",750025996,624
"118898",750025407,624
"118899",750025993,624
"118900",750025582,624
"118901",750025425,624
"118902",750025990,624
"118903",750024848,624
"118904",750025019,624
"118905",750025339,624
"118906",750023623,624
"118907",750025587,624
"118908",750024852,624
"118909",750152079,624
"118910",750024820,624
"118911",750025406,624
"118912",750024853,624
"118913",750023618,624
"118914",750025433,624
"118915",750023643,624
"118916",750025428,624
"118917",750023275,624
"118918",750023619,624
"118919",750023118,624
"118920",750025334,624
"118921",750025327,624
"118922",750025307,630
"118923",750023658,624
"118924",750023602,624
"118925",750025350,624
"118926",750025601,624
"118927",750025309,630
"118928",750025998,624
"118929",750025430,624
"118930",750024836,624
"118931",750024831,624
"118932",750023621,624
"118933",750024815,624
"118934",750025338,624
"118935",750025013,624
"118936",750025325,624
"118937",750025976,624
"118938",750025983,624
"118939",750025999,624
"118940",750025436,624
"118941",750023345,630
"118942",750025365,624
"118943",750025424,624
"118944",750025411,624
"118945",750023351,630
"118946",750023612,624
"118947",750023638,624
"118948",750025451,630
"118949",750023647,624
"118950",750024840,624
"118951",750023280,624
"118952",750023617,624
"118953",750025585,624
"118954",750023644,624
"118955",750024823,624
"118956",750023642,624
"118957",750025145,630
"118958",750025359,624
"118959",750025363,624
"118960",750023289,624
"118961",750025003,673
"118962",750024824,624
"118963",750023611,624
"118964",750023288,624
"118965",750025011,624
"118966",750025315,630
"118967",750025165,630
"118968",750025166,630
"118969",750024999,673
"118970",750025162,630
"118971",750023357,624
"118972",750025023,624
"118973",750023330,630
"118974",750025010,624
"118975",750025426,624
"118976",750025454,630
"118977",750025987,624
"118978",750025416,624
"118979",750025988,624
"118980",750023597,624
"118981",750024816,624
"118982",750024847,624
"118983",750025573,624
"118984",750026001,624
"118985",750024844,624
"118986",750025989,624
"118987",750025603,624
"118988",750023137,624
"118989",750023624,624
"118990",750025351,624
"118991",750023640,624
"118992",750024814,624
"118993",750023277,624
"118994",750025321,630
"118995",750023636,624
"118996",750174156,630
"118997",750025437,624
"118998",750025450,630
"118999",750023124,624
"119000",750023616,624
"119001",750023601,624
"119002",750025418,624
"119003",750025412,624
"119004",750023609,624
"119005",750025452,630
"119006",750023349,630
"119007",750025148,630
"119008",750023337,630
"119009",750025328,624
"119010",750098043,630
"119011",750025986,624
"119012",750025000,673
"119013",750023284,624
"119014",750023639,624
"119015",750023389,624
"119016",750025354,624
"119017",750025353,624
"119018",750025410,624
"119019",750025578,624
"119020",750025419,624
"119021",750025431,624
"119022",750023372,624
"119023",750025427,624
"119024",750023329,630
"119025",750025020,624
"119026",750025017,624
"119027",750023635,624
"119028",750025409,624
"119029",750025460,630
"119030",750023380,624
"119031",750025429,624
"119032",750023648,624
"119033",750025164,630
"119034",750023600,624
"119035",750025584,624
"119036",750025021,673
"119037",750025144,630
"119038",750023341,630
"119039",750023373,624
"119040",750023139,624
"119041",750023273,624
"119042",750023625,624
"119043",750025421,624
"119044",750023281,624
"119045",750025970,624
"119046",750025455,630
"119047",750025348,624
"119048",750025163,630
"119049",750023130,624
"119050",750025594,624
"119051",750025600,624
"119052",750025420,624
"119053",750023367,624
"119054",750023387,624
"119055",750025008,624
"119056",750023385,624
"119057",750023654,624
"119058",750025015,624
"119059",750025322,630
"119060",750025415,624
"119061",750023278,624
"119062",750025997,624
"119063",750025016,624
"119064",750026002,624
"119065",750023340,630
"119066",750024854,624
"119067",750025335,624
"119068",750023127,624
"119069",750023614,624
"119070",750023336,630
"119071",750025596,624
"119072",750023123,624
"119073",750023347,630
"119074",750023272,624
"119075",750025345,624
"119076",750023344,630
"119077",750023384,624
"119078",750023376,624
"119079",750023119,624
"119080",750025581,624
"119081",750025161,630
"119082",750023605,624
"119083",750023637,624
"119084",750025333,624
"119085",750025160,630
"119086",750025153,630
"119087",750024832,624
"119088",750025150,630
"119089",750025577,624
"119090",750025583,624
"119091",750023381,624
"119092",750023343,630
"119093",750025136,630
"119094",750159134,630
"119095",750025571,624
"119096",750024841,624
"119097",750025342,624
"119098",750023138,624
"119099",750025318,630
"119100",750025441,624
"119101",750025435,624
"119102",750023362,624
"119103",750023599,624
"119104",750025336,624
"119105",750025417,624
"119106",750025598,624
"119107",750023120,624
"119108",750025316,630
"119109",750025590,624
"119110",750023626,624
"119111",750163759,624
"119112",750025599,624
"119113",750023334,630
"119114",750158170,630
"119115",750023339,630
"119116",750025326,624
"119117",750023132,624
"119118",750023359,624
"119119",750023388,624
"119120",750044771,624
"119121",750025018,624
"119122",750023121,624
"119123",750152081,624
"119124",750023128,624
"119125",750023346,630
"119126",750025344,624
"119127",750025137,630
"119128",750023368,624
"119129",750025147,630
"119130",750023375,624
"119131",750023360,624
"119132",750023270,624
"119133",750023348,630
"119134",750025142,630
"119135",750025332,624
"119136",750025138,630
"119137",750023122,624
"119138",750025146,630
"119139",750025313,630
"119140",750023274,624
"119141",750025422,624
"119142",750025439,624
"119143",750023358,624
"119144",750023386,624
"119145",750023365,624
"119146",750025341,624
"119147",750023374,624
"119148",750023379,624
"119149",750023133,624
"119150",750023610,624
"119151",750025140,630
"119152",750025331,624
"119153",750023620,624
"119154",750025156,630
"119155",750023390,624
"119156",750023383,624
"119157",750025355,624
"119158",750044993,624
"119159",750025009,624
"119160",750023338,630
"119161",750025014,624
"119162",750025343,624
"119163",750023607,624
"119164",750023632,624
"119165",750023135,624
"119166",750025405,624
"119167",750044994,624
"119168",750025360,624
"119169",750025358,624
"119170",750023331,630
"119171",750023131,624
"119172",750023276,624
"119173",750152080,624
"119174",750023333,630
"119175",750023126,624
"119176",750023364,624
"119177",750026000,624
"119178",750023392,624
"119179",750169424,630
"119180",750025002,673
"119181",750023371,624
"119182",750025346,624
"119183",750023378,624
"119184",750023382,624
"119185",750025143,630
"119186",750025155,630
"119187",750025364,624
"119188",750025580,624
"119189",750025308,630
"119190",750025323,624
"119191",750025443,624
"119192",750023342,630
"119193",750025446,624
"119194",750023650,624
"119195",750023134,624
"119196",750023125,624
"119197",750023377,624
"119198",750025445,624
"119199",750025005,673
"119200",750016710,689
"119201",750015987,713
"119202",750014354,689
"119203",750019545,689
"119204",750019754,689
"119205",750018668,713
"119206",750014361,689
"119207",750015969,713
"119208",750014344,689
"119209",750019543,689
"119210",750153354,689
"119211",750015018,717
"119212",750161223,689
"119213",750019752,689
"119214",750019757,689
"119215",750014353,689
"119216",750019760,689
"119217",750019751,689
"119218",750014360,689
"119219",750014347,689
"119220",750019756,689
"119221",750014572,713
"119222",750014181,689
"119223",750019553,689
