"","X","libelle.complet","index","libelle","numero","rue","arrondissement","N_SQ_AD"
"540",541,"ECOLE MATERNELLE 94 RUE JOSEPH DE MAISTRE - PARIS 18",541,"ECOLE MATERNELLE","94","RUE JOSEPH DE MAISTRE",18,750080109
"541",542,"COLLÈGE JACQUES DECOUR 12 AVENUE TRUDAINE - PARIS 09",542,"COLLÈGE JACQUES DECOUR","12","AV TRUDAINE",9,750044392
"542",543,"ECOLE ÉLÉMENTAIRE 7 RUE DOUDEAUVILLE - PARIS 18",543,"ECOLE ÉLÉMENTAIRE","7","RUE DOUDEAUVILLE",18,750078375
"543",544,"ECOLE MATERNELLE 27 RUE EMILE DUPLOYE - PARIS 18",544,"ECOLE MATERNELLE","27","RUE EMILE DUPLOYE",18,750078734
"544",545,"ECOLE ÉLÉMENTAIRE 18 RUE D'ORAN - PARIS 18",545,"ECOLE ÉLÉMENTAIRE","18","RUE D'ORAN",18,750082381
"545",546,"ECOLE MATERNELLE 20 RUE DE PARADIS - PARIS 10",546,"ECOLE MATERNELLE","20","RUE DE PARADIS",10,750048693
"546",547,"ECOLE ÉLÉMENTAIRE 9 RUE MARTEL - PARIS 10",547,"ECOLE ÉLÉMENTAIRE","9","RUE MARTEL",10,750048486
"547",548,"ECOLE MATERNELLE 18 RUE RICHOMME - PARIS 18",548,"ECOLE MATERNELLE","18","RUE RICHOMME",18,750084025
"548",549,"ECOLE ÉLÉMENTAIRE 9 RUE BRETONNEAU - PARIS 20",549,"ECOLE ÉLÉMENTAIRE","9","RUE BRETONNEAU",20,750086939
"549",550,"ECOLE ÉLÉMENTAIRE 103 AVENUE DE CHOISY - PARIS 13",550,"ECOLE ÉLÉMENTAIRE","103","AV DE CHOISY",13,750068063
"550",551,"ECOLE MATERNELLE 41 RUE TRAVERSIERE - PARIS 12",551,"ECOLE MATERNELLE","41","RUE TRAVERSIERE",12,750064619
"551",552,"ECOLE ÉLÉMENTAIRE 51 RUE DE CHARENTON - PARIS 12",552,"ECOLE ÉLÉMENTAIRE","51","RUE DE CHARENTON",12,750058942
"552",553,"ECOLE MATERNELLE 5-7 RUE CARPEAUX - PARIS 18",553,"ECOLE MATERNELLE","5-7","RUE CARPEAUX",18,750076357
"553",554,"ECOLE ÉLÉMENTAIRE 29 RUE JOSEPH DE MAISTRE - PARIS 18",554,"ECOLE ÉLÉMENTAIRE","29","RUE JOSEPH DE MAISTRE",18,750080085
"554",555,"ECOLE MATERNELLE 3 RUE DE BELZUNCE - PARIS 10",555,"ECOLE MATERNELLE","3","RUE DE BELZUNCE",10,750045520
"555",556,"ECOLE ÉLÉMENTAIRE 3 RUE DE BELZUNCE - PARIS 10",556,"ECOLE ÉLÉMENTAIRE","3","RUE DE BELZUNCE",10,750045520
"556",557,"ECOLE MATERNELLE 18 RUE DU CLOS - PARIS 20",557,"ECOLE MATERNELLE","18","RUE DU CLOS",20,750087699
"557",558,"ECOLE ÉLÉMENTAIRE 18 RUE DU CLOS - PARIS 20",558,"ECOLE ÉLÉMENTAIRE","18","RUE DU CLOS",20,750087699
"558",559,"ECOLE MATERNELLE 140 RUE LEON MAURICE NORDMANN - PARIS 13",559,"ECOLE MATERNELLE","140","RUE LEON MAURICE NORDMANN",13,750071487
"559",560,"ECOLE ÉLÉMENTAIRE 140 RUE LEON MAURICE NORDMANN - PARIS 13",560,"ECOLE ÉLÉMENTAIRE","140","RUE LEON MAURICE NORDMANN",13,750071487
"560",561,"ECOLE MATERNELLE 18 RUE MARYSE HILSZ - PARIS 20",561,"ECOLE MATERNELLE","18","RUE MARYSE HILSZ",20,750091682
"561",562,"ECOLE ÉLÉMENTAIRE 20 RUE MARYSE HILSZ - PARIS 20",562,"ECOLE ÉLÉMENTAIRE","20","RUE MARYSE HILSZ",20,750091683
"562",563,"ECOLE MATERNELLE 2 RUE EUGENE REISZ - PARIS 20",563,"ECOLE MATERNELLE","2","RUE EUGENE REISZ",20,750088913
"563",564,"ECOLE ÉLÉMENTAIRE 4 RUE EUGENE REISZ - PARIS 20",564,"ECOLE ÉLÉMENTAIRE","4","RUE EUGENE REISZ",20,750088914
"564",565,"COLLÈGE JEAN PERRIN 6 RUE EUGENE REISZ - PARIS 20",565,"COLLÈGE JEAN PERRIN","6","RUE EUGENE REISZ",20,750097096
"565",566,"ECOLE MATERNELLE 10B RUE DURANTI - PARIS 11",566,"ECOLE MATERNELLE","10B","RUE DURANTI",11,750051857
"566",567,"ECOLE MATERNELLE 68 RUE VITRUVE - PARIS 20",567,"ECOLE MATERNELLE","68","RUE VITRUVE",20,750096529
"567",568,"ECOLE ÉLÉMENTAIRE 27 RUE DE REUILLY - PARIS 12",568,"ECOLE ÉLÉMENTAIRE","27","RUE DE REUILLY",12,750063699
"568",569,"ECOLE ÉLÉMENTAIRE 30 BOULEVARD ARAGO - PARIS 13",569,"ECOLE ÉLÉMENTAIRE","30","BD ARAGO",13,750066030
"569",570,"ECOLE ÉLÉMENTAIRE 200 RUE SAINT MAUR - PARIS 10",570,"ECOLE ÉLÉMENTAIRE","200","RUE SAINT MAUR",10,750049292
"570",571,"ECOLE MATERNELLE 7-13 PASSAGE PIVER - PARIS 11",571,"ECOLE MATERNELLE","7-13","PAS PIVER",11,750055176
"571",572,"ECOLE ÉLÉMENTAIRE 39 RUE ALEXANDRE DUMAS - PARIS 11",572,"ECOLE ÉLÉMENTAIRE","39","RUE ALEXANDRE DUMAS",11,750050000
"572",573,"COLLÈGE A DE LAMARTINE 121 RUE FBG POISSONNIERE - PARIS 09",573,"COLLÈGE A DE LAMARTINE","121","RUE FAUBOURG POISSONNIERE",9,750041574
"573",574,"ECOLE MATERNELLE 12 RUE D'ARTAGNAN - PARIS 12",574,"ECOLE MATERNELLE","12","RUE D'ARTAGNAN",12,750057846
"574",575,"ECOLE ÉLÉMENTAIRE 30 RUE CUGNOT - PARIS 18",575,"ECOLE ÉLÉMENTAIRE","30","RUE CUGNOT",18,750077939
"575",576,"ECOLE MATERNELLE 70 AVENUE DAUMESNIL - PARIS 12",576,"ECOLE MATERNELLE","70","AV DAUMESNIL",12,750097329
"576",577,"ECOLE ÉLÉMENTAIRE 5 RUE JEAN BOUTON - PARIS 12",577,"ECOLE ÉLÉMENTAIRE","5","RUE JEAN BOUTON",12,750061672
"577",578,"ECOLE ÉLÉMENTAIRE 40 BOULEVARD DIDEROT - PARIS 12",578,"ECOLE ÉLÉMENTAIRE","40","BD DIDEROT",12,750060361
"578",579,"ECOLE MATERNELLE 9 RUE MOURAUD - PARIS 20",579,"ECOLE MATERNELLE","9","RUE MOURAUD",20,750092275
"579",580,"ECOLE ÉLÉMENTAIRE 5 RUE MOURAUD - PARIS 20",580,"ECOLE ÉLÉMENTAIRE","5","RUE MOURAUD",20,750092273
"580",581,"ECOLE MATERNELLE 17-35 RUE DE LA POINTE D'IVRY - PARIS 13",581,"ECOLE MATERNELLE","17-35","RUE DE LA POINTE D'IVRY",13,750073095
"581",582,"ECOLE MATERNELLE 11 RUE DE CROULEBARBE - PARIS 13",582,"ECOLE MATERNELLE","11","RUE DE CROULEBARBE",13,750068630
"582",583,"ECOLE MATERNELLE 56 RUE DE PICPUS - PARIS 12",583,"ECOLE MATERNELLE","56","RUE DE PICPUS",12,750063072
"583",584,"ECOLE MATERNELLE 15 RUE ELISA LEMONNIER - PARIS 12",584,"ECOLE MATERNELLE","15","RUE ELISA LEMONNIER",12,750060688
"584",585,"ECOLE MATERNELLE 8 RUE RICAUT - PARIS 13",585,"ECOLE MATERNELLE","8","RUE RICAUT",13,750073537
"585",586,"ECOLE MATERNELLE 8 RUE CHRISTIANI - PARIS 18",586,"ECOLE MATERNELLE","8","RUE CHRISTIANI",18,750077349
"586",587,"ECOLE ÉLÉMENTAIRE 3 RUE MAURICE GENEVOIX - PARIS 18",587,"ECOLE ÉLÉMENTAIRE","3","RUE MAURICE GENEVOIX",18,750081552
"587",588,"ECOLE MATERNELLE 12 ALLEE ALQUIER DEBROUSSE - PARIS 20",588,"ECOLE MATERNELLE","12","ALL ALQUIER DEBROUSSE",20,750155618
"588",589,"ECOLE MATERNELLE 12 RUE BRETONNEAU - PARIS 20",589,"ECOLE MATERNELLE","12","RUE BRETONNEAU",20,750086944
"589",590,"ECOLE MATERNELLE 4 RUE DU JOURDAIN - PARIS 20",590,"ECOLE MATERNELLE","4","RUE DU JOURDAIN",20,750090434
"590",591,"ECOLE ÉLÉMENTAIRE 104 RUE DE BELLEVILLE - PARIS 20",591,"ECOLE ÉLÉMENTAIRE","104","RUE DE BELLEVILLE",20,750086582
"591",592,"ECOLE MATERNELLE 5 IMPASSE DE LA BALEINE - PARIS 11",592,"ECOLE MATERNELLE","5","IMP DE LA BALEINE",11,750050348
"592",593,"ECOLE MATERNELLE 29 RUE MARCADET - PARIS 18",593,"ECOLE MATERNELLE","29","RUE MARCADET",18,750081223
"593",594,"ECOLE ÉLÉMENTAIRE 5 RUE PIERRE BUDIN - PARIS 18",594,"ECOLE ÉLÉMENTAIRE","5","RUE PIERRE BUDIN",18,750083058
"594",595,"ECOLE ÉLÉMENTAIRE 11 RUE CAVE - PARIS 18",595,"ECOLE ÉLÉMENTAIRE","11","RUE CAVE",18,750076532
"595",596,"ECOLE MATERNELLE 53 AVENUE DE LA PORTE D'IVRY - PARIS 13",596,"ECOLE MATERNELLE","53","AV DE LA PORTE D'IVRY",13,750073222
"596",597,"ECOLE ÉLÉMENTAIRE 3 RUE EMILE LEVASSOR - PARIS 13",597,"ECOLE ÉLÉMENTAIRE","3","RUE EMILE LEVASSOR",13,750069480
"597",598,"ECOLE MATERNELLE 9 RUE MARTEL - PARIS 10",598,"ECOLE MATERNELLE","9","RUE MARTEL",10,750048486
"598",599,"ECOLE MATERNELLE 157 RUE DE TOLBIAC - PARIS 13",599,"ECOLE MATERNELLE","157","RUE DE TOLBIAC",13,750074225
"599",600,"ECOLE ÉLÉMENTAIRE 5 RUE DAMESME - PARIS 13",600,"ECOLE ÉLÉMENTAIRE","5","RUE DAMESME",13,750068711
"600",601,"ECOLE MATERNELLE 44 RUE EMILE LEPEU - PARIS 11",601,"ECOLE MATERNELLE","44","RUE EMILE LEPEU",11,750051928
"601",602,"ECOLE MATERNELLE 39 RUE DE L'AQUEDUC - PARIS 10",602,"ECOLE MATERNELLE","39","RUE DE L'AQUEDUC",10,750045405
"602",603,"ECOLE ÉLÉMENTAIRE 39 RUE DE L'AQUEDUC - PARIS 10",603,"ECOLE ÉLÉMENTAIRE","39","RUE DE L'AQUEDUC",10,750045405
"603",604,"ECOLE MATERNELLE 51 RUE DU DEPARTEMENT - PARIS 18",604,"ECOLE MATERNELLE","51","RUE DU DEPARTEMENT",18,750078274
"604",605,"ECOLE ÉLÉMENTAIRE 58 RUE PHILIPPE DE GIRARD - PARIS 18",605,"ECOLE ÉLÉMENTAIRE","58","RUE PHILIPPE DE GIRARD",18,750083040
"605",606,"ECOLE MATERNELLE 49 RUE LOUIS BLANC - PARIS 10",606,"ECOLE MATERNELLE","49","RUE LOUIS BLANC",10,750048114
"606",607,"ECOLE ÉLÉMENTAIRE 49B RUE LOUIS BLANC - PARIS 10",607,"ECOLE ÉLÉMENTAIRE","49B","RUE LOUIS BLANC",10,750048114
"607",608,"ECOLE MATERNELLE 11 RUE PAJOL - PARIS 18",608,"ECOLE MATERNELLE","11","RUE PAJOL",18,750082804
"608",609,"ECOLE MATERNELLE 90 BOULEVARD VINCENT AURIOL - PARIS 13",609,"ECOLE MATERNELLE","90","BD VINCENT AURIOL",13,750074797
"609",610,"ECOLE ÉLÉMENTAIRE 51 BD DAVOUT - PARIS 20",610,"ECOLE ÉLÉMENTAIRE","51","BD DAVOUT",20,750088136
"610",611,"ECOLE MATERNELLE 7 RUE JEAN BOUTON - PARIS 12",611,"ECOLE MATERNELLE","7","RUE JEAN BOUTON",12,750061673
"611",612,"ECOLE MATERNELLE 13 RUE LAHIRE - PARIS 13",612,"ECOLE MATERNELLE","13","RUE LAHIRE",13,750071341
"612",613,"ECOLE ÉLÉMENTAIRE 51 AVENUE DE LA PORTE D'IVRY - PARIS 13",613,"ECOLE ÉLÉMENTAIRE","51","AV DE LA PORTE D'IVRY",13,750073221
"613",614,"ECOLE MATERNELLE 70 RUE DUNOIS - PARIS 13",614,"ECOLE MATERNELLE","70","RUE DUNOIS",13,750069319
"614",615,"ECOLE ÉLÉMENTAIRE 64 RUE DUNOIS - PARIS 13",615,"ECOLE ÉLÉMENTAIRE","64","RUE DUNOIS",13,750069316
"615",616,"ECOLE MATERNELLE 17-21 CITE CHAMPAGNE - PARIS 20",616,"ECOLE MATERNELLE","17-21","CITE CHAMPAGNE",20,750087395
"616",617,"COLLÈGE MONTGOLFIER 15 RUE MONTGOLFIER - PARIS 03",617,"COLLÈGE MONTGOLFIER","15","RUE MONTGOLFIER",3,750007573
"617",618,"ECOLE MATERNELLE 49B RUE DE LA GOUTTE D'OR - PARIS 18",618,"ECOLE MATERNELLE","49B","RUE DE LA GOUTTE D'OR",18,750079578
"618",619,"ECOLE MATERNELLE 30 RUE DU DISQUE - PARIS 13",619,"ECOLE MATERNELLE","30","RUE DU DISQUE",13,750173073
"619",620,"ECOLE MATERNELLE 28-30 RUE D'AUBERVILLIERS - PARIS 19",620,"ECOLE MATERNELLE","28-30","RUE D'AUBERVILLIERS",19,750013595
"620",621,"ECOLE ÉLÉMENTAIRE 10 RUE PAUL BAUDRY - PARIS 08",621,"ECOLE ÉLÉMENTAIRE","10","RUE PAUL BAUDRY",8,750038503
"621",622,"ECOLE ÉLÉMENTAIRE 15 RUE DE MONCEAU - PARIS 08",622,"ECOLE ÉLÉMENTAIRE","15","RUE DE MONCEAU",8,750038090
"622",623,"ECOLE MATERNELLE 16 RUE ROQUEPINE - PARIS 08",623,"ECOLE MATERNELLE","16","RUE ROQUEPINE",8,750039105
"623",624,"ECOLE ÉLÉMENTAIRE 18 RUE DE SURENE - PARIS 08",624,"ECOLE ÉLÉMENTAIRE","18","RUE DE SURENE",8,750039297
"624",625,"ECOLE MATERNELLE 6 RUE LITTRE - PARIS 06",625,"ECOLE MATERNELLE","6","RUE LITTRE",6,750027816
"625",626,"ECOLE ÉLÉMENTAIRE 6 RUE LITTRE - PARIS 06",626,"ECOLE ÉLÉMENTAIRE","6","RUE LITTRE",6,750027816
"626",627,"ECOLE MATERNELLE 34 RUE DE BRUXELLES - PARIS 09",627,"ECOLE MATERNELLE","34","RUE DE BRUXELLES",9,750040380
"627",628,"ECOLE ÉLÉMENTAIRE 32 RUE DE BRUXELLES - PARIS 09",628,"ECOLE ÉLÉMENTAIRE","32","RUE DE BRUXELLES",9,750040379
"628",629,"ECOLE MATERNELLE 242 RUE SAINT JACQUES - PARIS 05",629,"ECOLE MATERNELLE","242","RUE SAINT JACQUES",5,750025439
"629",630,"ECOLE ÉLÉMENTAIRE 41 RUE DE L'ARBALETE - PARIS 05",630,"ECOLE ÉLÉMENTAIRE","41","RUE DE L'ARBALETE",5,750021863
"630",631,"ECOLE MATERNELLE 40 RUE MADAME - PARIS 06",631,"ECOLE MATERNELLE","40","RUE MADAME",6,750027913
"631",632,"ECOLE MATERNELLE 16 RUE SAINT BENOIT - PARIS 06",632,"ECOLE MATERNELLE","16","RUE SAINT BENOIT",6,750029007
"632",633,"ECOLE ÉLÉMENTAIRE 42 RUE MADAME - PARIS 06",633,"ECOLE ÉLÉMENTAIRE","42","RUE MADAME",6,750027914
"633",634,"ECOLE ÉLÉMENTAIRE 12 RUE SAINT BENOIT - PARIS 06",634,"ECOLE ÉLÉMENTAIRE","12","RUE SAINT BENOIT",6,750029005
"634",635,"ECOLE MATERNELLE 117B RUE SAINT DOMINIQUE - PARIS 07",635,"ECOLE MATERNELLE","117B","RUE SAINT DOMINIQUE",7,750033110
"635",636,"ECOLE ÉLÉMENTAIRE 10 AVENUE DE LA MOTTE PICQUET - PARIS 07",636,"ECOLE ÉLÉMENTAIRE","10","AV DE LA MOTTE PICQUET",7,750032115
"636",637,"ECOLE MATERNELLE 23 RUE CUJAS - PARIS 05",637,"ECOLE MATERNELLE","23","RUE CUJAS",5,750022676
"637",638,"ECOLE MATERNELLE 9B RUE BLANCHE - PARIS 09",638,"ECOLE MATERNELLE","9B","RUE BLANCHE",9,750040195
"638",639,"ECOLE ÉLÉMENTAIRE 10 RUE DE CLICHY - PARIS 09",639,"ECOLE ÉLÉMENTAIRE","10","RUE DE CLICHY",9,750041035
"639",640,"ECOLE MATERNELLE 5 RUE MILTON - PARIS 09",640,"ECOLE MATERNELLE","5","RUE MILTON",9,750042998
"640",641,"ECOLE ÉLÉMENTAIRE 5 RUE MILTON - PARIS 09",641,"ECOLE ÉLÉMENTAIRE","5","RUE MILTON",9,750042998
"641",642,"ECOLE MATERNELLE 29 RUE MOUFFETARD - PARIS 05",642,"ECOLE MATERNELLE","29","RUE MOUFFETARD",5,750024488
"642",643,"ECOLE ÉLÉMENTAIRE 10 RUE ROLLIN - PARIS 05",643,"ECOLE ÉLÉMENTAIRE","10","RUE ROLLIN",5,750025131
"643",644,"ECOLE MATERNELLE 12 RUE CLAUZEL - PARIS 09",644,"ECOLE MATERNELLE","12","RUE CLAUZEL",9,750040898
"644",645,"ECOLE ÉLÉMENTAIRE 45 RUE DE LA TOUR D'AUVERGNE - PARIS 09",645,"ECOLE ÉLÉMENTAIRE","45","RUE DE LA TOUR D'AUVERGNE",9,750042533
"645",646,"ECOLE ÉLÉMENTAIRE 12 RUE CHAPTAL - PARIS 09",646,"ECOLE ÉLÉMENTAIRE","12","RUE CHAPTAL",9,750040659
"646",647,"ECOLE MATERNELLE 12 RUE DE LA BIENFAISANCE - PARIS 08",647,"ECOLE MATERNELLE","12","RUE DE LA BIENFAISANCE",8,750035164
"647",648,"ECOLE ÉLÉMENTAIRE 12B RUE DE LA BIENFAISANCE - PARIS 08",648,"ECOLE ÉLÉMENTAIRE","12B","RUE DE LA BIENFAISANCE",8,750035164
"648",649,"COLLÈGE OCTAVE GREARD 28 RUE DU GENERAL FOY - PARIS 08",649,"COLLÈGE OCTAVE GREARD","28","RUE DU GENERAL FOY",8,750036571
"649",650,"COLLÈGE JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06",650,"COLLÈGE JACQUES PREVERT","18","RUE SAINT BENOIT",6,750029008
"650",651,"ECOLE MATERNELLE 27 RUE DE LA SOURDIERE - PARIS 01",651,"ECOLE MATERNELLE","27","RUE DE LA SOURDIERE",1,750001017
"651",652,"ECOLE ÉLÉMENTAIRE 28 RUE CAMBON - PARIS 01",652,"ECOLE ÉLÉMENTAIRE","28","RUE CAMBON",1,750000357
"652",653,"COLLÈGE VICTOR DURUY 33 BOULEVARD DES INVALIDES - PARIS 07",653,"COLLÈGE VICTOR DURUY","33","BD DES INVALIDES",7,750031817
"653",654,"ECOLE MATERNELLE 17 RUE DE VERNEUIL - PARIS 07",654,"ECOLE MATERNELLE","17","RUE DE VERNEUIL",7,750034293
"654",655,"ECOLE ÉLÉMENTAIRE 27 RUE LAS CASES - PARIS 07",655,"ECOLE ÉLÉMENTAIRE","27","RUE LAS CASES",7,750032195
"655",656,"ECOLE ÉLÉMENTAIRE 8 RUE CHOMEL - PARIS 07",656,"ECOLE ÉLÉMENTAIRE","8","RUE CHOMEL",7,750030975
"656",657,"ECOLE MATERNELLE 10 RUE DU SOMMERARD - PARIS 05",657,"ECOLE MATERNELLE","10","RUE DU SOMMERARD",5,750022895
"657",658,"ECOLE ÉLÉMENTAIRE 28 RUE SAINT JACQUES - PARIS 05",658,"ECOLE ÉLÉMENTAIRE","28","RUE SAINT JACQUES",5,750025486
"658",659,"COLLÈGE HENRI IV 23 RUE CLOVIS - PARIS 05",659,"COLLÈGE HENRI IV","23","RUE CLOVIS",5,750022627
"659",660,"ECOLE ÉLÉMENTAIRE 9 RUE BLANCHE - PARIS 09",660,"ECOLE ÉLÉMENTAIRE","9","RUE BLANCHE",9,750040195
"660",661,"ECOLE MATERNELLE 12 RUE CHAPTAL - PARIS 09",661,"ECOLE MATERNELLE","12","RUE CHAPTAL",9,750040659
"661",662,"ECOLE ÉLÉMENTAIRE 9 RUE DE VAUGIRARD - PARIS 06",662,"ECOLE ÉLÉMENTAIRE","9","RUE DE VAUGIRARD",6,750029711
"662",663,"COLLÈGE MONTAIGNE 17 RUE AUGUSTE COMTE - PARIS 06",663,"COLLÈGE MONTAIGNE","17","RUE AUGUSTE COMTE",6,750026383
"663",664,"ECOLE MATERNELLE 34 RUE BUFFAULT - PARIS 09",664,"ECOLE MATERNELLE","34","RUE BUFFAULT",9,750040449
"664",665,"ECOLE ÉLÉMENTAIRE 32 RUE BUFFAULT - PARIS 09",665,"ECOLE ÉLÉMENTAIRE","32","RUE BUFFAULT",9,750040448
"665",666,"ECOLE MATERNELLE 11 RUE DE LA GRANGE BATELIERE - PARIS 09",666,"ECOLE MATERNELLE","11","RUE DE LA GRANGE BATELIERE",9,750041793
"666",667,"ECOLE MATERNELLE 68 RUE DE ROCHECHOUART - PARIS 09",667,"ECOLE MATERNELLE","68","RUE DE ROCHECHOUART",9,750043749
"667",668,"ECOLE MATERNELLE 30 RUE RODIER - PARIS 09",668,"ECOLE MATERNELLE","30","RUE RODIER",9,750043826
"668",669,"ECOLE ÉLÉMENTAIRE 21 RUE MILTON - PARIS 09",669,"ECOLE ÉLÉMENTAIRE","21","RUE MILTON",9,750043007
"669",670,"COLLÈGE PAUL GAUGUIN 35 RUE MILTON - PARIS 09",670,"COLLÈGE PAUL GAUGUIN","35","RUE MILTON",9,750043015
"670",671,"ECOLE MATERNELLE 22 RUE DE ROCHECHOUART - PARIS 09",671,"ECOLE MATERNELLE","22","RUE DE ROCHECHOUART",9,750043769
"671",672,"ECOLE ÉLÉMENTAIRE 15 RUE TURGOT - PARIS 09",672,"ECOLE ÉLÉMENTAIRE","15","RUE TURGOT",9,750044412
"672",673,"ECOLE ÉLÉMENTAIRE 14 RUE VICTOR COUSIN - PARIS 05",673,"ECOLE ÉLÉMENTAIRE","14","RUE VICTOR COUSIN",5,750026098
"673",674,"COLLÈGE PIERRE ALVISET 88 RUE MONGE - PARIS 05",674,"COLLÈGE PIERRE ALVISET","88","RUE MONGE",5,750024365
"674",675,"ECOLE MATERNELLE 28 AVENUE RAPP - PARIS 07",675,"ECOLE MATERNELLE","28","AV RAPP",7,750032921
"675",676,"ECOLE ÉLÉMENTAIRE 1 RUE GENERAL CAMOU - PARIS 07",676,"ECOLE ÉLÉMENTAIRE","1","RUE GENERAL CAMOU",7,750031555
"676",677,"ECOLE ÉLÉMENTAIRE 250B RUE SAINT JACQUES - PARIS 05",677,"ECOLE ÉLÉMENTAIRE","250B","RUE SAINT JACQUES",5,750025443
"677",678,"COLLÈGE LAVOISIER 17/19 RUE HENRI BARBUSSE - PARIS 05",678,"COLLÈGE LAVOISIER","17/19","RUE HENRI BARBUSSE",5,750023623
"678",679,"ECOLE MATERNELLE 22 RUE DES LYONNAIS - PARIS 05",679,"ECOLE MATERNELLE","22","RUE DES LYONNAIS",5,750024154
"679",680,"ECOLE MATERNELLE 15B RUE BUFFON - PARIS 05",680,"ECOLE MATERNELLE","15B","RUE BUFFON",5,750022194
"680",681,"ECOLE ÉLÉMENTAIRE 21 RUE BUFFON - PARIS 05",681,"ECOLE ÉLÉMENTAIRE","21","RUE BUFFON",5,750022196
"681",682,"ECOLE MATERNELLE 48 RUE VANEAU - PARIS 07",682,"ECOLE MATERNELLE","48","RUE VANEAU",7,750034153
"682",683,"ECOLE MATERNELLE 39 RUE SAINT ANDRE DES ARTS - PARIS 06",683,"ECOLE MATERNELLE","39","RUE SAINT ANDRE DES ARTS",6,750028966
"683",684,"ECOLE ÉLÉMENTAIRE 16 RUE DE LA VICTOIRE - PARIS 09",684,"ECOLE ÉLÉMENTAIRE","16","RUE DE LA VICTOIRE",9,750044551
"684",685,"ECOLE ÉLÉMENTAIRE 7 RUE DU JARDINET - PARIS 06",685,"ECOLE ÉLÉMENTAIRE","7","RUE DU JARDINET",6,750027692
"685",686,"ECOLE MATERNELLE 27 RUE DE POISSY - PARIS 05",686,"ECOLE MATERNELLE","27","RUE DE POISSY",5,750024865
"686",687,"ECOLE ÉLÉMENTAIRE 21 RUE DE PONTOISE - PARIS 05",687,"ECOLE ÉLÉMENTAIRE","21","RUE DE PONTOISE",5,750024954
"687",688,"ECOLE ÉLÉMENTAIRE 19 RUE DES BOULANGERS - PARIS 05",688,"ECOLE ÉLÉMENTAIRE","19","RUE DES BOULANGERS",5,750022069
"688",689,"ECOLE MATERNELLE 2-4 COURS DU 7EME ART - PARIS 19",689,"ECOLE MATERNELLE","2-4","CRS DU 7EME ART",19,750153354
"689",690,"ECOLE ÉLÉMENTAIRE 61-65 RUE DE LA VILLETTE - PARIS 19",690,"ECOLE ÉLÉMENTAIRE","61-65","RUE DE LA VILLETTE",19,750021362
"690",691,"COLLÈGE CLAUDE CHAPPE 9 RUE DES ALOUETTES - PARIS 19",691,"COLLÈGE CLAUDE CHAPPE","9","RUE DES ALOUETTES",19,750012974
"691",692,"ECOLE MATERNELLE 6 PASSAGE DE THIONVILLE - PARIS 19",692,"ECOLE MATERNELLE","6","PAS DE THIONVILLE",19,750021099
"692",693,"ECOLE ÉLÉMENTAIRE 9 RUE TANDOU - PARIS 19",693,"ECOLE ÉLÉMENTAIRE","9","RUE TANDOU",19,750021004
"693",694,"ECOLE MATERNELLE 59B RUE DE ROMAINVILLE - PARIS 19",694,"ECOLE MATERNELLE","59B","RUE DE ROMAINVILLE",19,750020199
"694",695,"ECOLE ÉLÉMENTAIRE B 59 RUE DE ROMAINVILLE - PARIS 19",695,"ECOLE ÉLÉMENTAIRE B","59","RUE DE ROMAINVILLE",19,750020199
"695",696,"ECOLE ÉLÉMENTAIRE A 57 RUE DE ROMAINVILLE - PARIS 19",696,"ECOLE ÉLÉMENTAIRE A","57","RUE DE ROMAINVILLE",19,750020198
"696",697,"ECOLE MATERNELLE 5 RUE DU GENERAL LASALLE - PARIS 19",697,"ECOLE MATERNELLE","5","RUE DU GENERAL LASALLE",19,750016451
"697",698,"ECOLE MATERNELLE 5-7 RUE RAMPAL - PARIS 19",698,"ECOLE MATERNELLE","5-7","RUE RAMPAL",19,750019870
"698",699,"ECOLE ÉLÉMENTAIRE 11 RUE RAMPAL - PARIS 19",699,"ECOLE ÉLÉMENTAIRE","11","RUE RAMPAL",19,750019873
"699",700,"ECOLE ÉLÉMENTAIRE 1 RUE DU GENERAL LASALLE - PARIS 19",700,"ECOLE ÉLÉMENTAIRE","1","RUE DU GENERAL LASALLE",19,750016449
"700",701,"COLLÈGE CHARLES PEGUY 69 AVENUE SIMON BOLIVAR - PARIS 19",701,"COLLÈGE CHARLES PEGUY","69","AV SIMON BOLIVAR",19,750020756
"701",702,"ECOLE MATERNELLE 11 CITE LEPAGE - PARIS 19",702,"ECOLE MATERNELLE","11","CITE LEPAGE",19,750017605
"702",703,"ECOLE ÉLÉMENTAIRE A 119 AVENUE SIMON BOLIVAR (EC.A - PARIS 19",703,"ECOLE ÉLÉMENTAIRE A","119","AV SIMON BOLIVAR (EC.A",19,750020808
"703",704,"ECOLE ÉLÉMENTAIRE B 119 AVENUE SIMON BOLIVAR (EC.B - PARIS 19",704,"ECOLE ÉLÉMENTAIRE B","119","AV SIMON BOLIVAR (EC.B",19,750020808
"704",705,"COLLÈGE HENRI BERGSON 27 RUE EDOUARD PAILLERON - PARIS 19",705,"COLLÈGE HENRI BERGSON","27","RUE EDOUARD PAILLERON",19,750015562
"705",706,"ECOLE MATERNELLE 65 AVENUE SIMON BOLIVAR - PARIS 19",706,"ECOLE MATERNELLE","65","AV SIMON BOLIVAR",19,750020800
