"SECTORISATION DES COLLEGES PUBLICS PARISIENS
Année scolaire 2015-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Code_voie","Type de voie","Nom de la voie","Ardt","N° Début exclu(sauf 0)","Bis Ter Quat.",N° fin inclus,"Bis Ter Quat.","Pair (P) Impair (I)","Code DASCO",,Collèges,,,,,,,,,,,,,,,,,,,
0136,RUE,ALBERIC MAGNARD,16,0,,9999,,p,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
0137,RUE,ALBERT MARQUET,20,0,,9999,,i,20100,0753046D,FLORA TRISTAN,,,,,,,,,,,,,,,,,,,
0137,RUE,ALBERT MARQUET,20,0,,9999,,p,20100,0753046D,FLORA TRISTAN,,,,,,,,,,,,,,,,,,,
0138,RUE,ALBERT CAMUS,10,0,,9999,,i,10046,0753047E,LA GRANGE AUX BELLES,,,,,,,,,,,,,,,,,,,
0138,RUE,ALBERT CAMUS,10,0,,9999,,p,10046,0753047E,LA GRANGE AUX BELLES,,,,,,,,,,,,,,,,,,,
0139,RUE,ALBERT,13,0,,9999,,i,13124,0753518S,GUSTAVE FLAUBERT,,,,,,,,,,,,,,,,,,,
0139,RUE,ALBERT,13,0,,9999,,p,13124,0753518S,GUSTAVE FLAUBERT,,,,,,,,,,,,,,,,,,,
0141,AVENUE,ALBERT BARTHOLOME,15,0,,9999,,i,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0141,AVENUE,ALBERT BARTHOLOME,15,0,,9999,,p,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0142,SQUARE,ALBERT BARTHOLOME,15,0,,9999,,i,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0142,SQUARE,ALBERT BARTHOLOME,15,0,,9999,,p,14068,0752544H,FRANCOIS VILLON,,,,,,,,,,,,,,,,,,,
0143,PLACE,ALBERT KAHN,18,0,,9999,,i,18087,0751793S,MAURICE UTRILLO,,,,,,,,,,,,,,,,,,,
0143,PLACE,ALBERT KAHN,18,0,,9999,,p,18087,0751793S,MAURICE UTRILLO,,,,,,,,,,,,,,,,,,,
0144,RUE,ALBERT BAYET,13,0,,9999,,i,13100,0752385K,ELSA TRIOLET,,,,,,,,,,,,,,,,,,,
0144,RUE,ALBERT BAYET,13,0,,9999,,p,13100,0752385K,ELSA TRIOLET,,,,,,,,,,,,,,,,,,,
0145,RUE,ALBERT DE LAPPARENT,07,0,,9999,,i,07020,0752528R,VICTOR DURUY,,,,,,,,,,,,,,,,,,,
0145,RUE,ALBERT DE LAPPARENT,07,0,,9999,,p,07020,0752528R,VICTOR DURUY,,,,,,,,,,,,,,,,,,,
0146,AVENUE,ALBERT DE MUN,16,0,,9999,,i,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
0146,AVENUE,ALBERT DE MUN,16,0,,9999,,p,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
0147,SQUARE,ALBERT TOURNAIRE,12,0,,9999,,i,12068,0750609E,PAUL VERLAINE,,,,,,,,,,,,,,,,,,,
0147,SQUARE,ALBERT TOURNAIRE,12,0,,9999,,p,12068,0750609E,PAUL VERLAINE,,,,,,,,,,,,,,,,,,,
0148,RUE,ALBERT MALET,12,0,,9999,,i,12067,0753936W,GERMAINE TILLON,,,,,,,,,,,,,,,,,,,
0148,RUE,ALBERT MALET,12,0,,9999,,p,12067,0753936W,GERMAINE TILLON,,,,,,,,,,,,,,,,,,,
0149,RUE,ALBERT WILLEMETZ,20,0,,9999,,i,20163,0752557X,MAURICE RAVEL,,,,,,,,,,,,,,,,,,,
0149,RUE,ALBERT WILLEMETZ,20,0,,9999,,p,20163,0752557X,MAURICE RAVEL,,,,,,,,,,,,,,,,,,,
0150,COURS,ALBERT 1ER,08,0,,9999,,i,07017,0752249M,JULES ROMAINS,,,,,,,,,,,,,,,,,,,
0150,COURS,ALBERT 1ER,08,0,,9999,,p,07017,0752249M,JULES ROMAINS,,,,,,,,,,,,,,,,,,,
0151,AVENUE,ALBERT 1ER DE MONACO,16,0,,9999,,i,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
0151,AVENUE,ALBERT 1ER DE MONACO,16,0,,9999,,p,16599,0752194C,JANSON DE SAILLY/EUGENE DELACROIX,m,,,,,,,,,,,,,,,,,,
0152,VILLA,ALBERT ROBIDA,19,0,,9999,,i,19004,0750360J,CLAUDE CHAPPE,,,,,,,,,,,,,,,,,,,
