"","Code_voie","Type.de.voie","Nom.de.la.voie","Ardt","N..D�but.exclu.sauf.0.","Bis.Ter.Quat.","N..fin.inclus","Bis.Ter.Quat..1","Pair..P..Impair..I.","Code.DASCO","X","Coll�ges","maternelle","primaire","college"
"3159","2539","RUE","DANIEL STERN",15,0,"",9999,"","i",15094,"0752545J","BUFFON","Ecole maternelle 3 PLACE DU CARDINAL AMETTE - PARIS 15

	","Ecole élémentaire 3 PLACE DU CARDINAL AMETTE - PARIS 15

	","Collège BUFFON 16 BOULEVARD PASTEUR - PARIS 15

	"
"3160","2539","RUE","DANIEL STERN",15,0,"",9999,"","p",15094,"0752545J","BUFFON","Ecole maternelle 3 PLACE DU CARDINAL AMETTE - PARIS 15

	","Ecole élémentaire 3 PLACE DU CARDINAL AMETTE - PARIS 15

	","Collège BUFFON 16 BOULEVARD PASTEUR - PARIS 15

	"
"3161","2540","RUE","DANIELLE CASANOVA",1,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3162","2540","RUE","DANIELLE CASANOVA",2,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole élémentaire 28 RUE CAMBON - PARIS 01
Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3163","2541","RUE","DANTE",5,0,"",9999,"","i",5031,"0752526N","HENRI IV","Ecole maternelle 10 RUE DU SOMMERARD - PARIS 05

	","Ecole élémentaire 28 RUE SAINT JACQUES - PARIS 05

	","Collège HENRI IV 23 RUE CLOVIS - PARIS 05

	"
"3164","2541","RUE","DANTE",5,0,"",9999,"","p",5031,"0752526N","HENRI IV","Ecole maternelle 10 RUE DU SOMMERARD - PARIS 05

	","Ecole élémentaire 28 RUE SAINT JACQUES - PARIS 05

	","Collège HENRI IV 23 RUE CLOVIS - PARIS 05

	"
"3165","2543","RUE","DANTON",6,0,"",9999,"","i",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3166","2543","RUE","DANTON",6,0,"",9999,"","p",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3167","2545","PASSAGE DE","DANTZIG",15,0,"",9999,"","i",15018,"0752318M","MODIGLIANI","Ecole maternelle 99 RUE OLIVIER DE SERRES - PARIS 15

	","Ecole élémentaire 99 RUE OLIVIER DE SERRES - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"3168","2545","PASSAGE DE","DANTZIG",15,0,"",9999,"","p",15018,"0752318M","MODIGLIANI","Ecole maternelle 99 RUE OLIVIER DE SERRES - PARIS 15

	","Ecole élémentaire 99 RUE OLIVIER DE SERRES - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"3169","2546","RUE DE","DANTZIG",15,0,"",9999,"","i",15018,"0752318M","MODIGLIANI","Ecole élémentaire 28 rue Dombasle - PARIS 15

	","Ecole élémentaire 28 rue Dombasle - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"3170","2546","RUE DE","DANTZIG",15,0,"",9999,"","p",15018,"0752318M","MODIGLIANI","Ecole élémentaire 28 rue Dombasle - PARIS 15

	","Ecole élémentaire 28 rue Dombasle - PARIS 15

	","Collège MODIGLIANI 1 RUE DE CHERBOURG - PARIS 15

	"
"3171","2547","HAMEAU DU","DANUBE",19,0,"",9999,"","i",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19

	","Ecole élémentaire A 106 RUE COMPANS - PARIS 19
Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3172","2547","HAMEAU DU","DANUBE",19,0,"",9999,"","p",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19

	","Ecole élémentaire A 106 RUE COMPANS - PARIS 19
Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3173","2549","VILLA DU","DANUBE",19,0,"",9999,"","i",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19

	","Ecole élémentaire A 106 RUE COMPANS - PARIS 19
Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3174","2549","VILLA DU","DANUBE",19,0,"",9999,"","p",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19

	","Ecole élémentaire A 106 RUE COMPANS - PARIS 19
Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3175","2551","RUE","DANVILLE",14,0,"",9999,"","i",14055,"0752543G","PAUL BERT","Ecole maternelle 23 RUE BOULARD - PARIS 14

	","Ecole élémentaire 46 RUE BOULARD - PARIS 14

	","Collège PAUL BERT 7 RUE HUYGHENS - PARIS 14

	"
"3176","2551","RUE","DANVILLE",14,0,"",9999,"","p",14055,"0752543G","PAUL BERT","Ecole maternelle 23 RUE BOULARD - PARIS 14

	","Ecole élémentaire 46 RUE BOULARD - PARIS 14

	","Collège PAUL BERT 7 RUE HUYGHENS - PARIS 14

	"
"3177","2553","IMPASSE","DANY",8,0,"",9999,"","i",8024,"0752530T","OCTAVE GREARD Radio France","Ecole maternelle 12 RUE DE LA BIENFAISANCE - PARIS 08

	","Ecole élémentaire 12B RUE DE LA BIENFAISANCE - PARIS 08

	","Collège OCTAVE GREARD 28 RUE DU GENERAL FOY - PARIS 08

	"
"3178","2553","IMPASSE","DANY",8,0,"",9999,"","p",8024,"0752530T","OCTAVE GREARD Radio France","Ecole maternelle 12 RUE DE LA BIENFAISANCE - PARIS 08

	","Ecole élémentaire 12B RUE DE LA BIENFAISANCE - PARIS 08

	","Collège OCTAVE GREARD 28 RUE DU GENERAL FOY - PARIS 08

	"
"3179","2555","RUE","DARBOY",11,0,"",9999,"","i",11032,"0750465Y","LUCIE ET RAYMOND AUBRAC","Ecole maternelle 39 RUE DES TROIS BORNES - PARIS 11

	","Ecole élémentaire 109 AVENUE PARMENTIER - PARIS 11

	","Collège LUCIE ET RAYMOND AUBRAC 62 RUE DE LA FONTAINE AU ROI - PARIS 11

	"
"3180","2555","RUE","DARBOY",11,0,"",9999,"","p",11032,"0750465Y","LUCIE ET RAYMOND AUBRAC","Ecole maternelle 39 RUE DES TROIS BORNES - PARIS 11

	","Ecole élémentaire 109 AVENUE PARMENTIER - PARIS 11

	","Collège LUCIE ET RAYMOND AUBRAC 62 RUE DE LA FONTAINE AU ROI - PARIS 11

	"
"3181","2557","RUE","DARCET",17,0,"",9999,"","i",8028,"0751791P","CONDORCET","Ecole maternelle 16 RUE DAUTANCOURT - PARIS 17

	","Ecole élémentaire 15 RUE TRUFFAUT - PARIS 17

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"3182","2557","RUE","DARCET",17,0,"",9999,"","p",8028,"0751791P","CONDORCET","Ecole maternelle 16 RUE DAUTANCOURT - PARIS 17

	","Ecole élémentaire 15 RUE TRUFFAUT - PARIS 17

	","Collège CONDORCET 61 RUE D'AMSTERDAM - PARIS 08

	"
"3183","2559","RUE","DARCY",20,0,"",9999,"","i",20103,"0752198G","PIERRE MENDES FRANCE","Ecole élémentaire B 4 RUE PIERRE FONCIN - PARIS 20
Ecole maternelle 2 RUE PIERRE FONCIN - PARIS 20

	","Ecole élémentaire A 8 RUE PIERRE FONCIN - PARIS 20
Ecole élémentaire B 4 RUE PIERRE FONCIN - PARIS 20

	","Collège P MENDES-France 24/34 RUE LE VAU - PARIS 20

	"
"3184","2559","RUE","DARCY",20,0,"",9999,"","p",20103,"0752198G","PIERRE MENDES FRANCE","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège P MENDES-France 24/34 RUE LE VAU - PARIS 20

	"
"3185","2562","RUE DES","DARDANELLES",17,0,"",9999,"","i",17054,"0752387M","ANDRE MALRAUX","Ecole maternelle 22 AVENUE PORTE DE VILLIERS - PARIS 17

	","Ecole élémentaire 7 AVENUE DE LA PTE CHAMPERRET - PARIS 17

	","Collège ANDRE MALRAUX 5 BIS RUE SAINT FERDINAND - PARIS 17

	"
"3186","2562","RUE DES","DARDANELLES",17,0,"",9999,"","p",17054,"0752387M","ANDRE MALRAUX","Ecole maternelle 22 AVENUE PORTE DE VILLIERS - PARIS 17

	","Ecole élémentaire 7 AVENUE DE LA PTE CHAMPERRET - PARIS 17

	","Collège ANDRE MALRAUX 5 BIS RUE SAINT FERDINAND - PARIS 17

	"
"3187","2564","PASSAGE","DAREAU",14,0,"",9999,"","i",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 11-15 RUE JEAN DOLENT - PARIS 14

	","Ecole élémentaire 87 BOULEVARD ARAGO - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"3188","2564","PASSAGE","DAREAU",14,0,"",9999,"","p",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 11-15 RUE JEAN DOLENT - PARIS 14

	","Ecole élémentaire 87 BOULEVARD ARAGO - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"3189","2565","RUE","DAREAU",14,0,"",9999,"","i",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 11-15 RUE JEAN DOLENT - PARIS 14

	","Ecole élémentaire 87 BOULEVARD ARAGO - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"3190","2565","RUE","DAREAU",14,0,"",9999,"","p",14015,"0754253R","SAINT EXUPERY","Ecole maternelle 11-15 RUE JEAN DOLENT - PARIS 14

	","Ecole élémentaire 87 BOULEVARD ARAGO - PARIS 14

	","Collège SAINT-EXUPERY 89 BOULEVARD ARAGO - PARIS 14

	"
"3191","2566","ALLEE","DARIUS MILHAUD",19,0,"",9999,"","i",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 53 ALLEE DARIUS MILHAUD - PARIS 19

	","Ecole élémentaire 4 RUE GOUBET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3192","2566","ALLEE","DARIUS MILHAUD",19,0,"",9999,"","p",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 53 ALLEE DARIUS MILHAUD - PARIS 19

	","Ecole élémentaire 4 RUE GOUBET - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3193","2567","RUE","DARMESTETER",13,0,"",9999,"","i",13102,"0752694W","CAMILLE CLAUDEL","Ecole maternelle 9 RUE FRANC NOHAIN - PARIS 13

	","Ecole élémentaire 9 RUE FRANC NOHAIN - PARIS 13

	","Collège CAMILLE CLAUDEL 4 BIS AVENUE DE CHOISY - PARIS 13

	"
"3194","2567","RUE","DARMESTETER",13,0,"",9999,"","p",13102,"0752694W","CAMILLE CLAUDEL","Ecole maternelle 9 RUE FRANC NOHAIN - PARIS 13

	","Ecole élémentaire 9 RUE FRANC NOHAIN - PARIS 13

	","Collège CAMILLE CLAUDEL 4 BIS AVENUE DE CHOISY - PARIS 13

	"
"3195","2568","RUE","D ARTAGNAN",12,0,"",9999,"","i",12070,"0752189X","GUY FLAVIEN","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","
		Votre adresse n'est pas rattachée à un secteur scolaire. Nous ne pouvons pas vous renseigner sur les établissements scolaires dont vous dépendez. Vous pouvez signaler cette anomalie en cliquant sur le lien ""Contact"".
	","Collège GUY FLAVIEN 6 RUE D'ARTAGNAN - PARIS 12

	"
"3196","2568","RUE","D ARTAGNAN",12,0,"",9999,"","p",12070,"0752189X","GUY FLAVIEN","Ecole maternelle 12 RUE D'ARTAGNAN - PARIS 12

	","Ecole élémentaire A 57 RUE DE REUILLY (ECOLE A) - PARIS 12
Ecole élémentaire B 57 RUE DE REUILLY (ECOLE B) - PARIS 12

	","Collège GUY FLAVIEN 6 RUE D'ARTAGNAN - PARIS 12

	"
"3197","2569","RUE","DARU",8,0,"",9999,"","i",8017,"0752529S","CHAPTAL","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Collège CHAPTAL 45 BOULEVARD DES BATIGNOLLES - PARIS 08

	"
"3198","2569","RUE","DARU",8,0,"",9999,"","p",8017,"0752529S","CHAPTAL","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Ecole élémentaire 15 RUE DE MONCEAU - PARIS 08

	","Collège CHAPTAL 45 BOULEVARD DES BATIGNOLLES - PARIS 08

	"
"3199","2571","RUE","DARWIN",18,0,"",9999,"","i",18086,"0750429J","ROLAND DORGELES","Ecole maternelle 6 RUE DU RUISSEAU - PARIS 18

	","Ecole élémentaire 26 RUE DU MONT CENIS - PARIS 18

	","Collège ROLAND DORGELES 63 RUE DE CLIGNANCOURT - PARIS 18

	"
"3200","2571","RUE","DARWIN",18,0,"",9999,"","p",18086,"0750429J","ROLAND DORGELES","Ecole maternelle 6 RUE DU RUISSEAU - PARIS 18

	","Ecole élémentaire 26 RUE DU MONT CENIS - PARIS 18

	","Collège ROLAND DORGELES 63 RUE DE CLIGNANCOURT - PARIS 18

	"
"3201","2573","RUE","DAUBENTON",5,0,"",9999,"","i",5034,"0751790N","PIERRE ALVISET","Ecole maternelle 15B RUE BUFFON - PARIS 05

	","Ecole élémentaire 21 RUE BUFFON - PARIS 05

	","Collège PIERRE ALVISET 88 RUE MONGE - PARIS 05

	"
"3202","2573","RUE","DAUBENTON",5,0,"",9999,"","p",5034,"0751790N","PIERRE ALVISET","Ecole maternelle 15B RUE BUFFON - PARIS 05

	","Ecole élémentaire 21 RUE BUFFON - PARIS 05

	","Collège PIERRE ALVISET 88 RUE MONGE - PARIS 05

	"
"3203","2575","RUE","DAUBIGNY",17,0,"",19,"","i",17067,"0752552S","CARNOT","Ecole maternelle 18 RUE AMPERE - PARIS 17

	","Ecole élémentaire 20 RUE JOUFFROY D'ABBANS - PARIS 17

	","Collège CARNOT 145 BOULEVARD MALESHERBES - PARIS 17

	"
"3204","2575","RUE","DAUBIGNY",17,19,"",9999,"","i",17053,"0752107H","PIERRE DE RONSARD","Ecole maternelle 18 RUE AMPERE - PARIS 17

	","Ecole élémentaire 20 RUE JOUFFROY D'ABBANS - PARIS 17

	","Collège PIERRE DE RONSARD 140 AVENUE DE WAGRAM - PARIS 17

	"
"3205","2575","RUE","DAUBIGNY",17,0,"",18,"","p",17067,"0752552S","CARNOT","Ecole maternelle 18 RUE AMPERE - PARIS 17

	","Ecole élémentaire 20 RUE JOUFFROY D'ABBANS - PARIS 17

	","Collège CARNOT 145 BOULEVARD MALESHERBES - PARIS 17

	"
"3206","2575","RUE","DAUBIGNY",17,18,"",9999,"","p",17053,"0752107H","PIERRE DE RONSARD","Ecole maternelle 18 RUE AMPERE - PARIS 17

	","Ecole élémentaire 20 RUE JOUFFROY D'ABBANS - PARIS 17

	","Collège PIERRE DE RONSARD 140 AVENUE DE WAGRAM - PARIS 17

	"
"3207","2578","AVENUE","DAUMESNIL",12,0,"",73,"","i",12068,"0750609E","PAUL VERLAINE","Ecole maternelle 41 RUE TRAVERSIERE - PARIS 12

	","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12

	","Collège PAUL VERLAINE 165 RUE DE BERCY - PARIS 12

	"
"3208","2578","AVENUE","DAUMESNIL",12,73,"",161,"","i",12070,"0752189X","GUY FLAVIEN","Ecole maternelle 70 AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 5 RUE JEAN BOUTON - PARIS 12
Ecole élémentaire 40 BOULEVARD DIDEROT - PARIS 12

	","Collège GUY FLAVIEN 6 RUE D'ARTAGNAN - PARIS 12

	"
"3209","2578","AVENUE","DAUMESNIL",12,161,"",223,"","i",12071,"0750610F","JULES VERNE","Ecole maternelle 15 RUE ELISA LEMONNIER - PARIS 12

	","Ecole élémentaire 4 RUE BIGNON - PARIS 12

	","Collège JULES VERNE 20 RUE DE LA BRECHE AUX LOUPS - PARIS 12

	"
"3210","2578","AVENUE","DAUMESNIL",12,223,"",9999,"","i",12073,"0752537A","PAUL VALERY","Ecole maternelle 253B AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12
Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12

	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"3211","2578","AVENUE","DAUMESNIL",12,0,"",40,"","p",12068,"0750609E","PAUL VERLAINE","Ecole maternelle 41 RUE TRAVERSIERE - PARIS 12

	","Ecole élémentaire 51 RUE DE CHARENTON - PARIS 12

	","Collège PAUL VERLAINE 165 RUE DE BERCY - PARIS 12

	"
"3212","2578","AVENUE","DAUMESNIL",12,40,"",140,"","p",12070,"0752189X","GUY FLAVIEN","Ecole maternelle 70 AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 5 RUE JEAN BOUTON - PARIS 12
Ecole élémentaire 40 BOULEVARD DIDEROT - PARIS 12

	","Collège GUY FLAVIEN 6 RUE D'ARTAGNAN - PARIS 12

	"
"3213","2578","AVENUE","DAUMESNIL",12,140,"",188,"","p",12071,"0750610F","JULES VERNE","Ecole maternelle 15 RUE ELISA LEMONNIER - PARIS 12

	","Ecole élémentaire 4 RUE BIGNON - PARIS 12

	","Collège JULES VERNE 20 RUE DE LA BRECHE AUX LOUPS - PARIS 12

	"
"3214","2578","AVENUE","DAUMESNIL",12,188,"",216,"","p",12069,"0750444A","GEORGES COURTELINE","Ecole maternelle 28 RUE DE LA BRECHE AUX LOUPS - PARIS 12

	","Ecole élémentaire 18 RUE DE LA BRECHE AUX LOUPS - PARIS 12

	","Collège G COURTELINE 48 AVENUE DU DR ARNOLD NETTER - PARIS 12

	"
"3215","2578","AVENUE","DAUMESNIL",12,216,"",9999,"","p",12073,"0752537A","PAUL VALERY","Ecole maternelle 253B AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12
Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12

	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"3216","2580","VILLA","DAUMESNIL",12,0,"",9999,"","i",12073,"0752537A","PAUL VALERY","Ecole maternelle 253B AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12
Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12

	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"3217","2580","VILLA","DAUMESNIL",12,0,"",9999,"","p",12073,"0752537A","PAUL VALERY","Ecole maternelle 253B AVENUE DAUMESNIL - PARIS 12

	","Ecole élémentaire 253T AVENUE DAUMESNIL - PARIS 12
Ecole élémentaire 83 AVENUE DU GAL MICHEL BIZOT - PARIS 12

	","Collège PAUL VALERY 38 BOULEVARD SOULT - PARIS 12

	"
"3218","2583","RUE","DAUMIER",16,0,"",9999,"","i",16052,"0752547L","CLAUDE BERNARD","Ecole maternelle 162 BOULEVARD MURAT - PARIS 16

	","Ecole élémentaire 162 BOULEVARD MURAT - PARIS 16

	","Collège CLAUDE BERNARD 1 AVENUE DU PARC DES PRINCES - PARIS 16

	"
"3219","2583","RUE","DAUMIER",16,0,"",9999,"","p",16052,"0752547L","CLAUDE BERNARD","Ecole maternelle 162 BOULEVARD MURAT - PARIS 16

	","Ecole élémentaire 162 BOULEVARD MURAT - PARIS 16

	","Collège CLAUDE BERNARD 1 AVENUE DU PARC DES PRINCES - PARIS 16

	"
"3220","2585","PASSAGE","DAUNAY",18,0,"",9999,"","i",18011,"0752252R","HECTOR BERLIOZ","Ecole maternelle 52 RUE VAUVENARGUES - PARIS 18

	","Ecole élémentaire 50 RUE VAUVENARGUES - PARIS 18

	","Collège HECTOR BERLIOZ 17 RUE GEORGETTE AGUTTE - PARIS 18

	"
"3221","2585","PASSAGE","DAUNAY",18,0,"",9999,"","p",18011,"0752252R","HECTOR BERLIOZ","Ecole maternelle 52 RUE VAUVENARGUES - PARIS 18

	","Ecole élémentaire 50 RUE VAUVENARGUES - PARIS 18

	","Collège HECTOR BERLIOZ 17 RUE GEORGETTE AGUTTE - PARIS 18

	"
"3222","2586","IMPASSE","DAUNAY",11,0,"",9999,"","i",11011,"0750607C","ALAIN FOURNIER","Ecole maternelle 14 RUE MERLIN - PARIS 11

	","Ecole élémentaire A 22 RUE SAINT MAUR - PARIS 11

	","Collège ALAIN FOURNIER 87 RUE LEON FROT - PARIS 11

	"
"3223","2586","IMPASSE","DAUNAY",11,0,"",9999,"","p",11011,"0750607C","ALAIN FOURNIER","Ecole maternelle 14 RUE MERLIN - PARIS 11

	","Ecole élémentaire A 22 RUE SAINT MAUR - PARIS 11

	","Collège ALAIN FOURNIER 87 RUE LEON FROT - PARIS 11

	"
"3224","2588","RUE","DAUNOU",2,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole élémentaire 28 RUE CAMBON - PARIS 01
Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3225","2588","RUE","DAUNOU",2,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole élémentaire 28 RUE CAMBON - PARIS 01
Ecole maternelle 27 RUE DE LA SOURDIERE - PARIS 01

	","Ecole élémentaire 28 RUE CAMBON - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3226","2590","PASSAGE","DAUPHINE",6,0,"",9999,"","i",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3227","2590","PASSAGE","DAUPHINE",6,0,"",9999,"","p",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3228","2591","PLACE","DAUPHINE",1,0,"",9999,"","i",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3229","2591","PLACE","DAUPHINE",1,0,"",9999,"","p",1006,"0751703U","JEAN BAPTISTE POQUELIN","Ecole maternelle 6 RUE ST GERMAIN L'AUXERROIS - PARIS 01

	","Ecole élémentaire 15 RUE DE L'ARBRE SEC - PARIS 01

	","Collège J-B POQUELIN 6 RUE MOLIERE - PARIS 01

	"
"3230","2593","RUE","DAUPHINE",6,0,"",9999,"","i",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3231","2593","RUE","DAUPHINE",6,0,"",9999,"","p",6016,"0752187V","JACQUES PREVERT","Ecole maternelle 39 RUE SAINT ANDRE DES ARTS - PARIS 06

	","Ecole élémentaire 7 RUE DU JARDINET - PARIS 06

	","Collège JACQUES PREVERT 18 RUE SAINT BENOIT - PARIS 06

	"
"3232","2596","RUE","DAUTANCOURT",17,0,"",9999,"","i",17064,"0752554U","STEPHANE MALLARME","Ecole maternelle 16 RUE DAUTANCOURT - PARIS 17

	","Ecole élémentaire 23 AVENUE DE SAINT OUEN - PARIS 17

	","Collège STEPHANE MALLARME 29 RUE DE LA JONQUIERE - PARIS 17

	"
"3233","2596","RUE","DAUTANCOURT",17,0,"",9999,"","p",17064,"0752554U","STEPHANE MALLARME","Ecole maternelle 16 RUE DAUTANCOURT - PARIS 17

	","Ecole élémentaire 23 AVENUE DE SAINT OUEN - PARIS 17

	","Collège STEPHANE MALLARME 29 RUE DE LA JONQUIERE - PARIS 17

	"
"3234","2598","RUE","DAVAL",11,0,"",9999,"","i",11016,"0750608D","ANNE FRANK","Ecole maternelle 4 PASSAGE BULLOURDE - PARIS 11

	","Ecole élémentaire 4 RUE KELLER - PARIS 11

	","Collège ANNE FRANK 38 RUE TROUSSEAU - PARIS 11

	"
"3235","2598","RUE","DAVAL",11,0,"",9999,"","p",11016,"0750608D","ANNE FRANK","Ecole maternelle 4 PASSAGE BULLOURDE - PARIS 11

	","Ecole élémentaire 4 RUE KELLER - PARIS 11

	","Collège ANNE FRANK 38 RUE TROUSSEAU - PARIS 11

	"
"3236","2601","RUE","DAVID D ANGERS",19,0,"",37,"","i",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 34 RUE MANIN - PARIS 19

	","Ecole élémentaire B 30 RUE MANIN - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
"3237","2601","RUE","DAVID D ANGERS",19,37,"",9999,"","i",19092,"0753938Y","GEORGES ROUAULT","Ecole maternelle 9 RUE DU GENERAL BRUNET - PARIS 19

	","Ecole élémentaire A 106 RUE COMPANS - PARIS 19
Ecole élémentaire 7 RUE DU GENERAL BRUNET - PARIS 19

	","Collège GEORGES ROUAULT 3 RUE DU NOYER DURAND - PARIS 19

	"
"3238","2601","RUE","DAVID D ANGERS",19,0,"",9999,"","p",19175,"0750507U","GEORGES BRASSENS","Ecole maternelle 34 RUE MANIN - PARIS 19

	","Ecole élémentaire 40 B RUE MANIN - PARIS 19

	","Collège G BRASSENS 4 RUE ERIK SATIE - PARIS 19

	"
