VOIE_ID;Arrondissement;Libellé voie long;type voie court;dénomination voie court;Geo Point
5907;75009;PROMENADE MARCEL CARNE;PRO;MARCEL CARNE;
5908;75009;RUE MANUEL;RUE;MANUEL;48.878319, 2.340372
5909;75017;RUE MARIE GEORGES PICQUART;RUE;M G PICQUART;48.888673, 2.311203
5920;75013;RUE MARC ANTOINE CHARPENTIER;RUE;M A  CHARPENTIER;48.82538, 2.375788
5930;75008;ALLEE MARCEL PROUST;ALL;MARCEL PROUST;48.8673, 2.317634
5932;75011;RUE MARCEL GROMAIRE;RUE;MARCEL GROMAIRE;48.860127, 2.367718
5934;75013;ALLEE MARCEL JAMBENOIRE;ALL;MARC  JAMBENOIRE;48.820461, 2.347134
5937;75019;AVENUE MARCEL;AV;MARCEL;48.873701, 2.376463
5938;75015;SQUARE MARCEL TOUSSAINT;SQ;MARCEL TOUSSAINT;48.83515, 2.300705
5939;75013;ALLEE MARC CHAGALL;ALL;MARC CHAGALL;48.81987, 2.360475
5943;75015;SQUARE MARCEL HENNEQUET;SQ;MARCEL HENNEQUET;48.83515, 2.300705
5953;75004;QUAI DU MARCHE NEUF;QU;DU MARCHE NEUF;48.853961, 2.345998
5955;75011;RUE DU MARCHE POPINCOURT;RUE;DU M POPINCOURT;48.864101, 2.373311
5957;75001;PLACE DU MARCHE SAINT HONORE;PL;MARCHE ST HONORE;48.866908, 2.332167
5960;75014;AVENUE MARC SANGNIER;AV;MARC SANGNIER;48.825815, 2.307983
5961;75018;RUE MARC SEGUIN;RUE;MARC SEGUIN;48.892013, 2.362639
5964;75020;RUE DE LA MARE;RUE;DE LA MARE;48.870896, 2.389729
5975;75019;VILLA MARCEL LODS;VLA;MARCEL LODS;48.875349, 2.377144
5984;75017;RUE MARGUERITTE;RUE;MARGUERITTE;48.879985, 2.30134
5991;75004;PONT MARIE;PO;MARIE;48.852897, 2.357438
5994;75012;RUE MARIE BENOIST;RUE;MARIE BENOIST;48.846741, 2.39346
5998;75010;RUE MARIE ET LOUISE;RUE;MARIE ET LOUISE;48.871889, 2.366887
6004;75014;RUE MARIE ROSE;RUE;MARIE ROSE;48.826374, 2.330358
6005;75002;RUE MARIE STUART;RUE;MARIE STUART;48.865033, 2.347693
6008;75008;AVENUE DE MARIGNY;AV;DE MARIGNY;48.869483, 2.315082
6014;75017;RUE MARIOTTE;RUE;MARIOTTE;48.884236, 2.321033
6021;75016;PLACE MARLENE DIETRICH;PL;MARLENE DIETRICH;
6024;75011;ALLEE MARIA DORIATH;ALL;MARIA DORIATH;48.852041, 2.391832
6026;75019;AVENUE DES MARNES;AV;DES MARNES;48.87888, 2.378952
6027;75019;QUAI DE LA MARNE;QU;DE LA MARNE;48.889867, 2.382927
6028;75019;RUE DE LA MARNE;RUE;DE LA MARNE;48.88973, 2.383668
6030;75019;PLACE DU MAROC;PL;DU MAROC;48.886499, 2.369353
6032;75014;RUE MARIA HELENA VIEIRA DA SILVA;RUE;VIEIRA DA SILVA;48.828319, 2.311405
6036;75015;RUE MARIE SKOBTSOV;RUE;MARIE SKOBTSOV;48.845059, 2.286787
6042;75019;RUE DE LA MARSEILLAISE;RUE;MARSEILLAISE;48.88779, 2.398013
6050;75010;RUE MARTEL;RUE;MARTEL;48.87408, 2.353063
6051;75014;PLACE MARTHE SIMARD;PL;MARTHE SIMARD;48.826192, 2.305056
6060;75018;RUE DE LA MARTINIQUE;RUE;DE LA MARTINIQUE;48.890989, 2.361812
6064;75013;RUE MARYSE BASTIE;RUE;MARYSE BASTIE;48.820765, 2.374641
6077;75012;SQUARE DU MASSIF CENTRAL;SQ;MASSIF CENTRAL;48.833041, 2.399678
6098;75009;RUE DE MAUBEUGE;RUE;DE MAUBEUGE;48.879476, 2.348829
6100;75018;RUE MAURICE GRIMAUD;RUE;MAURICE GRIMAUD;48.899971, 2.337004
6102;75007;PARVIS MAURICE DRUON;PA;MAURICE DRUON;48.858758, 2.319507
6103;75001;RUE MAUCONSEIL;RUE;MAUCONSEIL;48.864077, 2.347063
6116;75014;RUE MAURICE BOUCHOR;RUE;MAURICE BOUCHOR;48.826204, 2.30943
6122;75014;RUE MAURICE NOGUES;RUE;MAURICE NOGUES;48.826036, 2.305384
6131;75018;RUE MAURICE GENEVOIX;RUE;MAURICE GENEVOIX;48.894323, 2.360181
6132;75019;PASSAGE DES MAUXINS;PAS;DES MAUXINS;48.877511, 2.404484
6135;75015;SQUARE MAX HYMANS;SQ;MAX HYMANS;48.840355, 2.317534
6138;75007;ALLEE MAURICE BAUMONT;ALL;MAURICE BAUMONT;48.857968, 2.296787
6139;75009;RUE MAYRAN;RUE;MAYRAN;48.877146, 2.345618
6145;75008;PLACE MAURICE COUVE DE MURVILLE;PL;M C DE MURVILLE;
6147;75018;RUE MAXIME LISBONNE;RUE;MAXIME LISBONNE;48.889092, 2.354899
6148;75012;PLACE MAZAS;PL;MAZAS;48.845228, 2.367475
6153;75014;RUE MECHAIN;RUE;MECHAIN;48.835664, 2.33972
6158;75017;RUE MEDERIC;RUE;MEDERIC;48.880903, 2.303901
6159;75006;RUE DE MEDICIS;RUE;DE MEDICIS;48.848431, 2.339427
6174;75019;PASSAGE DE MELUN;PAS;DE MELUN;48.883887, 2.376426
6183;75011;BOULEVARD DE MENILMONTANT;BD;DE MENILMONTANT;48.86308, 2.387007
6204;75016;RUE MESNIL;RUE;MESNIL;48.868274, 2.2844
6213;75020;COUR DE LA METAIRIE;CO;DE LA METAIRIE;48.873573, 2.385706
6249;75016;VILLA MICHEL ANGE;VLA;MICHEL ANGE;48.848331, 2.265964
6253;75012;RUE MICHEL CHASLES;RUE;MICHEL CHASLES;48.846958, 2.373861
6258;75018;PLACE MICHEL PETRUCCIANI;PL;PETRUCCIANI;48.890513, 2.341306
6264;75017;RUE DU MIDI;RUE;DU MIDI;48.885207, 2.316324
6274;75019;RUE DES MIGNOTTES;RUE;DES MIGNOTTES;48.879823, 2.391652
6278;75009;RUE DE MILAN;RUE;DE MILAN;48.878853, 2.328284
Y595;75017;NON DENOMMEE AQ/17;NON;AQ/17;
Y600;75017;NON DENOMMEE AV/17;NON;AV/17;
Y605;75017;NON DENOMMEE AZ/17;NON;AZ/17;
Y612;75017;NON DENOMMEE BE/17;NON;BE/17;
Y613;75017;NON DENOMMEE BF/17;NON;BF/17;
Y614;75016;NON DENOMMEE BG/17;NON;BG/17;
Y624;75016;NON DENOMMEE AT/16;NON;AT/16;
Y633;75016;NON DENOMMEE AY/16;NON;AY/16;
Y634;75016;NON DENOMMEE AZ/16;NON;AZ/16;
Y636;75016;NON DENOMMEE BB/16;NON;BB/16;
Y640;75016;NON DENOMMEE BF/16;NON;BF/16;
Y642;75012;NON DENOMMEE Y/12;NON;Y/12;
Y643;75013;NON DENOMMEE Y/13;NON;Y/13;
Y645;75016;NON DENOMMEE BH/16;NON;BH/16;
Y651;75018;NON DENOMMEE Y/18;NON;Y/18;
Y652;75016;NON DENOMMEE BJ/16;NON;BJ/16;
Y670;75020;NON DENOMMEE Z/20;NON;Z/20;
Y675;75016;NON DENOMMEE BZ/16;NON;BZ/16;
Y684;75016;NON DENOMMEE CI/16;NON;CI/16;
Y691;75015;NON DENOMMEE CF/15;NON;CF/15;
Y693;75015;NON DENOMMEE CH/15;NON;CH/15;
Y695;75015;NON DENOMMEE CJ/15;NON;CJ/15;
Y703;75019;NON DENOMMEE AD/19;NON;AD/19;
Y714;75014;NON DENOMMEE AY/14;NON;AY/14;
Y715;75014;NON DENOMMEE AZ/14;NON;AZ/14;
Y716;75014;NON DENOMMEE BA/14;NON;BA/14;
Y719;75014;NON DENOMMEE BD/14;NON;BD/14;
Y723;75014;NON DENOMMEE BF/14;NON;BF/14;
Y731;75013;NON DENOMMEE DE/13;NON;DE/13;48.821547, 2.35581
Y732;75013;NON DENOMMEE DF/13;NON;DF/13;
Y733;75015;NON DENOMMEE BV/15;NON;BV/15;
Y736;75013;NON DENOMMEE DG/13;NON;DG/13;48.821547, 2.35581
Y771;75017;NON DENOMMEE E/17;NON;E/17;
Y796;75010;NON DENOMMEE T/10;NON;T/10;
Y813;75016;NON DENOMMEE CL/16;NON;CL/16;
Y816;75012;NON DENOMMEE DF/12;NON;DF/12;
Y817;75012;NON DENOMMEE DG/12;NON;DG/12;
Y822;75019;NON DENOMMEE ED/19;NON;ED/19;
Y858;75013;NON DENOMMEE EP/13;NON;EP/13;
Y877;75015;NON DENOMMEE CV/15;NON;CV/15;
Y882;75013;NON DENOMMEE EX/13;NON;EX/13;
Y898;75013;NON DENOMMEE FH/13;NON;FH/13;
Y902;75013;NON DENOMMEE FN/13;NON;FN/13;
Y930;75017;NON DENOMMEE CD/17;NON;CD/17;
Y933;75013;NON DENOMMEE GC/13;NON;GC/13;
Y948;75015;NON DENOMMEE CW/15;NON;CW/15;
Y962;75013;NON DENOMMEE GD/13;NON;GD/13;
Z005;75016;BOULEVARD D AUTEUIL * BOULOGNE BILLANCOURT;BD;AUTEUIL 92;
Z015;75016;CARREFOUR DU BOUT DES LACS;CAR;DU BOUT DES LACS;48.862074, 2.229977
Z020;75016;CARREFOUR DES CASCADES;CAR;DES CASCADES;48.862074, 2.229977
Z022;75016;CHEMIN DE CEINTURE DU LAC SUPERIEUR;CHE;CEINTURE LAC SUP;48.864495, 2.256278
Z024;75016;CARREFOUR DE CROIX CATELAN;CAR;DE CROIX CATELAN;48.863942, 2.250595
Z042;75016;ROUTE DE L ETOILE;RTE;DE L ETOILE;48.872997, 2.26832
Z060;75016;AVENUE GORDON BENNETT;AV;GORDON BENNETT;48.846843, 2.25208
Z071;75016;PORTE DE L HIPPODROME;POR;HIPPODROME;48.850522, 2.237752
Z122;75016;AVENUE DU MAHATMA GANDHI;AV;MAHATMA GANDHI;48.878344, 2.266118
Z126;75016;ROUTE DE LA MUETTE A NEUILLY;RTE;MUETTE A NEUILLY;48.872634, 2.263662
Z128;75016;ALLEE DES MARRONNIERS;ALL;DES MARRONNIERS;48.854634, 2.276591
Z150;75016;CHEMIN DU PAVILLON D ARMENONVILLE;CHE;PAV ARMENONVILLE;48.859036, 2.2603
Z157;75016;ROUTE DE LA PORTE SAINT JAMES;RTE;PORTE ST JAMES;48.877369, 2.258655
Z159;75016;ROUTE DU PRE CATELAN;RTE;DU PRE CATELAN;48.864396, 2.253986
Z165;75016;CHEMIN DES RESERVOIRS;CHE;DES RESERVOIRS;48.859985, 2.24014
Z193;75016;GRILLE DE SAINT CLOUD;GRI;DE SAINT CLOUD;48.852964, 2.226582
Z195;75016;PORTE SAINT JAMES;POR;SAINT JAMES;48.877369, 2.258655
Z202;75016;ROUTE DE SURESNES;RTE;DE SURESNES;48.869331, 2.265823
Z203;75016;CHEMIN DE SURESNES A BAGATELLE;CHE;SURESNES BAGATEL;48.873989, 2.247731
Z401;75016;ALLEE CYCLISTE;ALL;CYCLISTE;48.869682, 2.295969
Z510;75012;ROUTE DU BAC;RTE;DU BAC;48.827053, 2.413635
Z537;75012;CHEMIN DU CIMETIERE;CHE;DU CIMETIERE;48.825134, 2.412931
Z540;75012;ROUTE DE LA CROIX ROUGE;RTE;CROIX ROUGE;48.832092, 2.406409
Z550;75012;ROUTE DE LA DAME BLANCHE;RTE;DAME BLANCHE;48.845105, 2.441389
Z554;75012;ROUTE DOM PERIGNON;RTE;DOM PERIGNON;48.828079, 2.409635
Z581;75012;ROUTE DU GRAND MARECHAL;RTE;GRAND MARECHAL;48.841223, 2.456491
Z583;75012;AVENUE DE GRAVELLE;AV;DE GRAVELLE;48.836169, 2.397753
Z650;75012;ROUTE ODETTE;RTE;ODETTE;48.838666, 2.465101
Z666;75012;ROUTE DE LA PLAINE;RTE;DE LA PLAINE;48.82695, 2.407929
3;75014;RUE DE L ABBE CARTON;RUE;DE L ABBE CARTON;48.829094, 2.317591
9;75014;SQUARE DE L ABBE MIGNE;SQ;ABBE MIGNE;
10;75015;RUE DE L ABBE GROULT;RUE;ABBE GROULT;48.839044, 2.29737
25;75016;RUE ABEL FERRY;RUE;ABEL FERRY;48.836304, 2.260769
39;75012;AUTOROUTE A4;AUT;A4;
1510;75017;RUE DU CAPORAL PEUGEOT;RUE;CAPORAL PEUGEOT;48.887239, 2.289395
1514;75018;RUE CAPRON;RUE;CAPRON;48.88525, 2.327922
1532;75012;PLACE DU CARDINAL LAVIGERIE;PL;DU CAL LAVIGERIE;
1536;75019;ALLEE DES CARDINOUX;ALL;CARDINOUX;48.899274, 2.371708
1545;75015;SQUARE CARDINAL VERDIER;SQ;CARDINAL VERDIER;
1550;75014;RUE CARLOS FUENTES;RUE;CARLOS FUENTES;48.828699, 2.31096
1552;75019;RUE CAROLUS DURAN;RUE;CAROLUS DURAN;48.877919, 2.401017
1572;75020;AVENUE CARTELLIER;AV;CARTELLIER;48.86447, 2.41259
1576;75020;RUE DES CASCADES;RUE;DES CASCADES;48.871002, 2.391175
1580;75007;RUE CASIMIR PERIER;RUE;CASIMIR PERIER;48.85817, 2.319496
1591;75020;VILLA CASTEL;VLA;CASTEL;48.871432, 2.387957
1593;75004;RUE CASTEX;RUE;CASTEX;48.852861, 2.366224
1602;75018;RUE CAUCHOIS;RUE;CAUCHOIS;48.885127, 2.333062
1635;75014;RUE CELS;RUE;CELS;48.836568, 2.324469
1651;75015;MARCHE CERVANTES;MAR;CERVANTES;
1654;75008;AVENUE CESAR CAIRE;AV;CESAR CAIRE;48.87619, 2.319449
1655;75015;RUE CESAR FRANCK;RUE;CESAR FRANCK;48.847302, 2.309648
1659;75019;RUE CESARIA EVORA;RUE;CESARIA EVORA;
1671;75002;RUE CHABANAIS;RUE;CHABANAIS;48.867338, 2.336827
3034;75015;PLACE DUPLEIX;PL;DUPLEIX;48.851388, 2.295447
3036;75015;RUE DUPLEIX;RUE;DUPLEIX;48.851593, 2.297413
3058;75011;RUE DURANTI;RUE;DURANTI;48.860666, 2.383952
3071;75020;PASSAGE DURIS;PAS;DURIS;48.864323, 2.38856
3082;75020;VILLA DURY VASSELON;VLA;DURY VASSELON;48.875956, 2.403768
3085;75005;RUE DU SOMMERARD;RUE;DU SOMMERARD;48.850229, 2.345237
3087;75002;RUE DUSSOUBS;RUE;DUSSOUBS;48.866201, 2.3491
3097;75019;RUE DUVERGIER;RUE;DUVERGIER;48.889239, 2.377228
4464;75012;RUELLE DES HEBRARD;RLE;DES HEBRARD;48.842514, 2.38464
4465;75013;RUE HELENE BRION;RUE;HELENE BRION;48.828411, 2.381576
4471;75009;RUE DU HELDER;RUE;DU HELDER;48.871888, 2.334918
4478;75009;RUE HENNER;RUE;HENNER;48.880279, 2.333048
4479;75014;RUE HENRI BARBUSSE;RUE;HENRI BARBUSSE;48.839466, 2.337587
4480;75014;RUE HENRI BARBOUX;RUE;HENRI BARBOUX;48.822236, 2.326678
4483;75018;RUE HENRI BRISSON;RUE;HENRI BRISSON;48.898427, 2.334759
4487;75014;SQUARE HENRI DELORMEL;SQ;HENRI DELORMEL;48.832303, 2.329632
4488;75020;RUE HENRI DUBOUILLON;RUE;HENRI DUBOUILLON;48.872891, 2.404376
4490;75017;SQUARE HENRI DUPARC;SQ;HENRI DUPARC;48.885037, 2.313013
4491;75010;SQUARE HENRI CHRISTINE;SQ;HENRI CHRISTINE;
4502;75009;RUE HENRY MONNIER;RUE;HENRY MONNIER;48.879952, 2.337295
4506;75004;SQUARE HENRI GALLI;SQ;HENRI GALLI;
4516;75019;RUE HENRI RIBIERE;RUE;HENRI RIBIERE;48.87685, 2.395529
4518;75001;RUE HENRI ROBERT;RUE;HENRI ROBERT;48.856926, 2.341616
4519;75017;RUE HENRI ROCHEFORT;RUE;HENRI ROCHEFORT;48.882113, 2.307666
4520;75012;RUE HENRI DESGRANGE;RUE;HENRI DESGRANGE;48.839498, 2.381486
4521;75015;PLACE HENRI ROLLET;PL;HENRI ROLLET;48.836103, 2.293817
4530;75014;SQUARE HENRI ET ACHILLE DUCHENE;SQ;H A DUCHENE;
4533;75007;PLACE HENRY DE MONTHERLANT;PL;H MONTHERLANT;48.86065, 2.326154
4547;75016;VILLA HERRAN;VLA;HERRAN;48.86467, 2.277337
4554;75013;BOULEVARD HIPPOLYTE MARQUES;BD;H MARQUES;48.818303, 2.370226
4557;75010;CITE HITTORF;CI;HITTORF;48.871686, 2.358689
4558;75010;RUE HITTORF;RUE;HITTORF;48.872017, 2.357858
4576;75004;PLACE HOTEL DE VILLE ESP DE LIBERATION;PL;HOTEL DE VILLE L;
4581;75004;QUAI DE L HOTEL DE VILLE;QU;HOTEL DE VILLE;48.854578, 2.354707
4584;75011;PLACE DU 8 FEVRIER 1962;PL;8 FEVRIER 1962;48.854693, 2.385683
4585;75004;RUE DE L HOTEL SAINT PAUL;RUE;HOTEL SAINT PAUL;48.854052, 2.363517
4587;75020;RUE HOUDART;RUE;HOUDART;48.863917, 2.387755
4590;75020;VILLA DES HOUSEAUX;VLA;HOUSEAUX;48.864681, 2.385971
4593;75005;RUE DE LA HUCHETTE;RUE;DE LA HUCHETTE;48.853063, 2.345364
4597;75015;RUE HUMBLOT;RUE;HUMBLOT;48.850978, 2.293688
4606;75016;PONT D IENA;PO;D IENA;48.864869, 2.294144
4608;75004;PLACE IGOR STRAVINSKY;PL;IGOR STRAVINSKY;48.859483, 2.351504
4616;75011;CITE DE L INDUSTRIE;CI;DE L INDUSTRIE;48.865371, 2.378247
4619;75013;RUE DE L INDUSTRIE;RUE;DE L INDUSTRIE;48.822558, 2.357101
4625;75016;AVENUE INGRES;AV;INGRES;48.857386, 2.267661
4632;75006;PLACE DE L INSTITUT;PL;DE L INSTITUT;48.857501, 2.337079
4635;75008;RUE INTERIEURE;RUE;INTERIEURE;48.875933, 2.325242
4642;75007;PONT DES INVALIDES;PO;DES INVALIDES;48.863117, 2.31336
4656;75013;RUE DES IRIS;RUE;DES IRIS;48.822559, 2.344894
4708;75010;PLACE JACQUES BONSERGENT;PL;J BONSERGENT;48.870949, 2.361094
4709;75006;RUE JACQUES CALLOT;RUE;JACQUES CALLOT;48.85528, 2.337266
4711;75018;RUE JACQUES CARTIER;RUE;JACQUES CARTIER;48.893904, 2.329675
4713;75015;RUE JACQUES BAUDRY;RUE;JACQUES BAUDRY;48.829049, 2.304417
4723;75007;PLACE JACQUES BAINVILLE;PL;J BAINVILLE;48.858694, 2.322481
4732;75019;RUE JANSSEN;RUE;JANSSEN;48.879293, 2.397295
4735;75015;PLACE JACQUES MARETTE;PL;JACQUES MARETTE;48.832718, 2.300705
4750;75016;RUE JASMIN;RUE;JASMIN;48.851957, 2.266593
4755;75013;RUE DU JAVELOT;RUE;DU JAVELOT;48.825539, 2.365729
4757;75015;PORT DE JAVEL BAS;PRT;DE JAVEL BAS;48.847714, 2.278496
4766;75013;RUE JEAN ARP;RUE;JEAN ARP;48.836729, 2.373472
4778;75005;RUE JEAN CALVIN;RUE;JEAN CALVIN;48.84151, 2.348939
4783;75013;RUE JEAN COLLY;RUE;JEAN COLLY;48.828029, 2.369142
4790;75012;RUE JEAN RENOIR;RUE;JEAN RENOIR;48.836802, 2.382845
4791;75014;RUE JEAN DOLENT;RUE;JEAN DOLENT;48.833576, 2.338947
4800;75006;RUE JEAN FRANCOIS GERBILLON;RUE;J F GERBILLON;48.84766, 2.324783
4811;75016;PLACE JEAN MONNET;PL;JEAN MONNET;48.86786, 2.281058
4813;75017;RUE JEAN LECLAIRE;RUE;JEAN LECLAIRE;48.895489, 2.326536
4829;75012;RUE JEANNE JUGAN;RUE;JEANNE JUGAN;48.84511, 2.414652
4834;75007;RUE JEAN NICOT;RUE;JEAN NICOT;48.861019, 2.307059
4836;75016;SQUARE JEAN PAUL LAURENS;SQ;J PAUL LAURENS;48.854255, 2.270117
4839;75016;RUE JEAN RICHEPIN;RUE;JEAN RICHEPIN;48.861565, 2.274436
4843;75019;RUE JEAN QUARRE;RUE;JEAN QUARRE;48.876856, 2.396721
4844;75015;SQUARE JEAN THEBAUD;SQ;JEAN THEBAUD;48.846342, 2.300578
4859;75002;RUE DES JEUNEURS;RUE;DES JEUNEURS;48.869353, 2.345248
4861;75014;PLACE JACQUES DEBU BRIDEL;PL;J DEBU BRIDEL;
4862;75014;PLACE JACQUES DEMY;PL;JACQUES DEMY;48.831794, 2.327008
4864;75014;RUE JEAN CLAUDE ARNOULD;RUE;J C ARNOULD;48.83294, 2.333884
4867;75015;RUE JEAN PIERRE BLOCH;RUE;J PIERRE BLOCH;48.853616, 2.296238
4869;75016;PLACE JANE EVRARD;PL;JANE EVRARD;
4872;75015;RUE JOBBE DUVAL;RUE;JOBBE DUVAL;48.834679, 2.298765
4875;75012;PLACE JEAN LAUPRETRE;PL;JEAN LAUPRETRE;48.846673, 2.38714
4876;75007;PLACE JOFFRE;PL;JOFFRE;48.852742, 2.303174
4879;75001;PERISTYLE DE JOINVILLE;PER;DE JOINVILLE;48.86618, 2.33781
4881;75019;RUE DE JOINVILLE;RUE;DE JOINVILLE;48.890321, 2.379146
4888;75014;RUE DES JONQUILLES;RUE;DES JONQUILLES;48.830247, 2.309039
4898;75008;RUE JOSEPH SANSBOEUF;RUE;JOSEPH SANSBOEUF;48.875468, 2.322956
4903;75007;RUE JOSEPH GRANIER;RUE;JOSEPH GRANIER;48.854512, 2.308599
4911;75009;PASSAGE JOUFFROY;PAS;JOUFFROY;48.872344, 2.342118
4912;75017;RUE JOUFFROY D ABBANS;RUE;JOUFFR D ABBANS;48.885071, 2.307038
4916;75014;BOULEVARD JOURDAN;BD;JOURDAN;48.821176, 2.335098
4917;75019;RUE JOSEPH KOSMA;RUE;JOSEPH KOSMA;48.889713, 2.386395
4929;75019;PROMENADE JEAN VIGO;PRO;JEAN VIGO;48.884763, 2.373027
4935;75004;PLACE DU PARVIS NOTRE DAME PL JEAN PAUL II;PL;JEAN PAUL II;48.8535, 2.348376
4943;75006;RUE JULES CHAPLAIN;RUE;JULES CHAPLAIN;48.842934, 2.330628
4952;75007;CARREFOUR JACQUES PARIS DE LA BOLLARDIERE;CAR;BOLLARDIERE;
4953;75011;BOULEVARD JULES FERRY;BD;JULES FERRY;48.867493, 2.368061
4957;75014;PLACE JULES HENAFFE;PL;JULES HENAFFE;48.823855, 2.331517
4958;75016;AVENUE JULES JANIN;AV;JULES JANIN;48.860232, 2.275685
4960;75018;RUE JULES JOUY;RUE;JULES JOUY;48.890551, 2.341691
4963;75012;RUE JULES LEMAITRE;RUE;JULES LEMAITRE;48.842422, 2.410691
6010;75014;RUE DES MARINIERS;RUE;DES MARINIERS;48.827003, 2.312186
6019;75013;RUE MARGUERITE DURAS;RUE;MARGUERITE DURAS;48.829369, 2.380508
6029;75019;IMPASSE DU MAROC;IMP;DU MAROC;48.886791, 2.369132
6033;75020;RUE DES MARONITES;RUE;DES MARONITES;48.868324, 2.384152
6047;75012;RUE MARSOULAN;RUE;MARSOULAN;48.846199, 2.403216
6059;75010;IMPASSE MARTINI;IMP;MARTINI;48.870026, 2.355857
6062;75020;PLACE MARTIN NADAUD;PL;MARTIN NADAUD;48.864968, 2.394829
6066;75009;RUE DES MARTYRS;RUE;DES MARTYRS;48.880748, 2.340231
6071;75015;PLACE DES MARTYRS JUIFS DU VELODROME D HIV;PL;MARTYRS JUIFS;
6075;75007;RUE MASSERAN;RUE;MASSERAN;48.848546, 2.314156
6078;75004;RUE MASSILLON;RUE;MASSILLON;48.853388, 2.350731
6081;75018;IMPASSE MASSONNET;IMP;MASSONNET;48.895546, 2.351669
6089;75015;RUE MATHURIN REGNIER;RUE;MATHURIN REGNIER;48.839754, 2.307809
6091;75008;RUE DES MATHURINS;RUE;DES MATHURINS;48.873198, 2.325956
6095;75005;IMPASSE MAUBERT;IMP;MAUBERT;48.851154, 2.349476
6099;75009;SQUARE DE MAUBEUGE;SQ;DE MAUBEUGE;48.878555, 2.34643
6104;75005;PLACE MAURICE AUDIN;PL;MAURICE AUDIN;48.847949, 2.351367
6109;75011;SQUARE MAURICE GARDETTE;SQ;MAURICE GARDETTE;48.860894, 2.382394
6111;75016;BOULEVARD MAURICE BARRES;BD;MAURICE BARRES;48.853507, 2.27974
6121;75015;RUE MAURICE MAIGNEN;RUE;MAURICE MAIGNEN;48.838157, 2.312944
6125;75019;VILLA MAURICE ROLLINAT;VLA;MAURICE ROLLINAT;48.881805, 2.391128
6129;75018;RUE MAURICE UTRILLO;RUE;MAURICE UTRILLO;48.886217, 2.344368
6136;75020;RUE MAX ERNST;RUE;MAX ERNST;48.866337, 2.388436
6140;75004;PROMENADE MAURICE CAREME;PRO;MAURICE CAREME;48.853106, 2.34781
6142;75010;RUE DE MAZAGRAN;RUE;DE MAZAGRAN;48.870604, 2.351624
6144;75006;RUE MAZARINE;RUE;MAZARINE;48.855518, 2.337664
6177;75002;RUE MENARS;RUE;MENARS;48.869465, 2.338319
6185;75011;PASSAGE DE MENILMONTANT;PAS;DE MENILMONTANT;48.865138, 2.382851
6192;75014;VILLA MERIDIENNE;VLA;MERIDIENNE;48.825686, 2.336146
6202;75003;RUE MESLAY;RUE;MESLAY;48.867905, 2.359099
6221;75019;QUAI DE METZ;QU;DE METZ;48.89106, 2.386582
6224;75012;RUE DES MEUNIERS;RUE;DES MEUNIERS;48.83469, 2.396629
6236;75006;RUE DE MEZIERES;RUE;DE MEZIERES;48.850272, 2.331306
6251;75013;RUE MICHEL BREAL;RUE;MICHEL BREAL;48.821863, 2.371363
6252;75014;PLACE MICHEL AUDIARD;PL;MICHEL AUDIARD;48.828767, 2.320468
6289;75018;IMPASSE MILORD;IMP;MILORD;48.896441, 2.329084
6296;75012;COUR DU MINERVOIS;CO;DU MINERVOIS;48.831975, 2.3871
6301;75015;RUE MIOLLIS;RUE;MIOLLIS;48.845934, 2.304273
6304;75016;PONT MIRABEAU;PO;MIRABEAU;48.846614, 2.275674
6308;75005;RUE DE MIRBEL;RUE;DE MIRBEL;48.840788, 2.352045
6310;75018;RUE DE LA MIRE;RUE;DE LA MIRE;48.886542, 2.338438
6312;75008;RUE DE MIROMESNIL;RUE;DE MIROMESNIL;48.87666, 2.315688
6319;75015;RUE MIZON;RUE;MIZON;48.841262, 2.314989
6325;75009;RUE DE MOGADOR;RUE;DE MOGADOR;48.874675, 2.331365
6326;75015;RUE MODIGLIANI;RUE;MODIGLIANI;48.838413, 2.279595
6327;75017;RUE DES MOINES;RUE;DES MOINES;48.890332, 2.320822
6348;75017;VILLA MONCEAU;VLA;MONCEAU;48.883095, 2.299728
6360;75005;MARCHE MONGE;MAR;MONGE;48.844144, 2.352374
6373;75020;SQUARE DE MONSOREAU;SQ;DE MONSOREAU;48.855835, 2.39898
6379;75015;RUE DE LA MONTAGNE D AULAS;RUE;M D AULAS;48.840274, 2.278891
6388;75018;RUE MONTCALM;RUE;MONTCALM;48.893167, 2.337897
6392;75018;RUE DU MONT CENIS;RUE;DU MONT CENIS;48.891869, 2.343946
6399;75005;PORT DE MONTEBELLO;PRT;DE MONTEBELLO;48.852162, 2.349074
6413;75012;RUE MONTERA;RUE;MONTERA;48.845349, 2.409056
6415;75016;AVENUE DE MONTESPAN;AV;DE MONTESPAN;48.865493, 2.277699
6424;75012;RUE MONTGALLET;RUE;MONTGALLET;48.843467, 2.387668
6430;75009;RUE DE MONTHOLON;RUE;DE MONTHOLON;48.876746, 2.347268
6448;75016;BOULEVARD DE MONTMORENCY;BD;DE MONTMORENCY;48.851931, 2.262373
697;75012;PLACE DE LA BASTILLE;PL;DE LA BASTILLE;48.852904, 2.368742
702;75008;BOULEVARD DES BATIGNOLLES;BD;DES BATIGNOLLES;48.88225, 2.321402
704;75017;RUE DES BATIGNOLLES;RUE;DES BATIGNOLLES;48.884689, 2.321305
707;75016;RUE DES BAUCHES;RUE;DES BAUCHES;48.855842, 2.274204
717;75013;IMPASSE BAUDRAN;IMP;BAUDRAN;48.824154, 2.355884
